instance00022.smt2; sat, 2: "" 
instance03545.smt2; sat, 2: "" 
instance03547.smt2; sat, 2: "IndyHost:GirlFriendReferer:_" 
instance03552.smt2; sat, 2: "" 
instance03554.smt2; sat, 2: "rank.toolbarbrowser.comlnzzlnbk/pkrm.fin_" 
instance03556.smt2; sat, 2: "Subject:EnTrYExplorer*PORT2*Host:_" 
instance03557.smt2; sat, 2: "AgentanswerHost:tool.world2.cn_TCwhenu.com__" 
instance03559.smt2; sat, 2: "Host:User-Agent:www.raxsearch.com_" 
instance03561.smt2; sat, 2: "zopabora.infocomhoroscopeTravelInsidefromUser-Agent:From:www.ZSearchResults.com_Explorer_" 
instance03565.smt2; sat, 2: "" 
instance03575.smt2; sat, 2: "" 
instance03576.smt2; sat, 2: "" 
instance03578.smt2; sat, 2: "Host:Host:alertseqepagqfphv/sfd_" 
instance03594.smt2; sat, 2: "/skillName={(#/Ui_" 
instance03598.smt2; sat, 2: "" 
instance03614.smt2; sat, 2: "twfofrfzlugq/eve.qdSeconds-_" 
instance03623.smt2; sat, 2: "" 
instance03653.smt2; sat, 2: "" 
instance03661.smt2; sat, 2: "" 
instance03670.smt2; sat, 2: "//999/U_" 
instance03671.smt2; sat, 2: "" 
instance03673.smt2; sat, 2: "PcastPORT-config.180solutions.com_" 
instance03677.smt2; sat, 2: "EIcdpnode=reportUID/ServertoX-Mailer:__" 
instance03683.smt2; sat, 2: "seqepagqfphv/sfdX-Mailer:__" 
instance03692.smt2; sat, 2: "" 
instance03715.smt2; sat, 2: "X-Mailer:_fromReferer:search.conduit.com/dss/cc.2_0_0._" 
instance03717.smt2; sat, 2: "Host:uploadServer3AdapupdEFErrorSubject:_" 
instance03726.smt2; sat, 2: "Host:X-Mailer:_toolbar.wishbone.com_" 
instance03730.smt2; sat, 2: "" 
instance03763.smt2; sat, 2: "User-Agent:Runnerads.grokads.comHost:mcndvwoemn/lvv.jde_" 
instance03766.smt2; sat, 2: "" 
instance03772.smt2; sat, 2: "" 
instance03781.smt2; sat, 2: "Servidor._home.edonkey.com_" 
instance03791.smt2; sat, 2: "gpstool.globaladserver.comfriend_nickname=CIA-Notify-Tezt_" 
instance03800.smt2; sat, 2: "ToolbarUser-Agent:www.webcruiser.ccDaemonUser-Agent:_" 
instance03808.smt2; sat, 2: "" 
instance03844.smt2; sat, 2: "}{Password:_DesktopDownloadfowclxccdxn/uxwn.ddy_" 
instance03846.smt2; sat, 2: "dll?[DRIVEHost:_________" 
instance03859.smt2; sat, 2: "" 
instance03880.smt2; sat, 2: "Host:YOUR/xml/toolbar/GREATExplorerSecureNet_" 
instance03886.smt2; sat, 2: "metaresults.copernic.comServer__" 
instance03905.smt2; sat, 2: "" 
instance03906.smt2; sat, 2: "" 
instance03912.smt2; sat, 2: "Subject:FTPdistdcww.dmcast.com_" 
instance03913.smt2; sat, 2: "-i%3fUser-Agent:www.proventactics.com_" 
instance03914.smt2; sat, 2: "http://tv.seekmo.com/showme.aspx?keyword=_" 
instance03917.smt2; sat, 2: "Host:Subject:ClientnamedFrom:_" 
instance03922.smt2; sat, 2: "Host:Host:sidebar.activeshopper.com_" 
instance03930.smt2; sat, 2: "X-Mailer:_User-Agent:_" 
instance03937.smt2; sat, 2: "" 
instance03956.smt2; sat, 2: "Host:OnlineUser-Agent:www.vip-se.com__" 
instance03961.smt2; sat, 2: "/==/P_" 
instance03965.smt2; sat, 2: "" 
instance03977.smt2; sat, 2: "" 
instance03982.smt2; sat, 2: "Xtrawww.instafinder.comsearchHost:_" 
instance03994.smt2; sat, 2: "YOURHost:www.alfacleaner.com_" 
instance04017.smt2; sat, 2: "" 
instance04030.smt2; sat, 2: "http://www.searchinweb.com/search.php?said=bar_" 
instance04032.smt2; sat, 2: "Subject:as.starware.com/dp/search?x=_" 
instance04052.smt2; sat, 2: "updates]%20[Port_NETObserve_" 
instance04059.smt2; sat, 2: "" 
instance04063.smt2; sat, 2: "iz=Referer:offers.bullseye-network.com_" 
instance04073.smt2; sat, 2: "DesktopBladeclient=wwwHello.xmlns:_" 
instance04077.smt2; sat, 2: "zmnjgmomgbdz/zzmw.gztwww3.addfreestats.comKeylogger_" 
instance04080.smt2; sat, 2: "Host:===========>www.onetoolbar.com_" 
instance04086.smt2; sat, 2: "%3fc=UI2GmbHbacktrust.comSpediaReferer:Subject:Host:passcorrect;_" 
instance04090.smt2; sat, 2: "*PORT1*WarezX-Mailer:_Snake/bonzibuddy/_" 
instance04101.smt2; sat, 2: "aboutKeyloggeras.starware.comProtoHost:.asp?brand=_" 
instance04105.smt2; sat, 2: "Pleasewww.webfringe.com_________Furax_" 
instance04110.smt2; sat, 2: "Host:hirmvtg/ggqh.kqh_verA-Spy_" 
instance04112.smt2; sat, 2: "logsFictionalReporterCookieUser-Agent:_" 
instance04116.smt2; sat, 2: "" 
instance04129.smt2; sat, 2: "" 
instance04149.smt2; sat, 2: "" 
instance04156.smt2; sat, 2: "www.yoogee.com_serverHost:ref=%user_id_" 
instance04159.smt2; sat, 2: "User-Agent:User-Agent:_" 
instance04182.smt2; sat, 2: "" 
instance04194.smt2; sat, 2: "Host:Desktopcargo=report</title>Host:.fcgiupgrade.qsrch.info_" 
instance04213.smt2; sat, 2: "toolbar_domain_redirectriggiymd/wdhi.vhi_" 
instance04222.smt2; sat, 2: "" 
instance04224.smt2; sat, 2: "" 
instance04225.smt2; sat, 2: "" 
instance04233.smt2; sat, 2: "" 
instance04244.smt2; sat, 2: "" 
instance04246.smt2; sat, 2: "" 
instance04247.smt2; sat, 2: "IDENTIFY666User-Agent:[StaticSend=Host:www.iggsey.com_" 
instance04249.smt2; sat, 2: "GamespyAttachedIndyReferer:ToolbarCurrent;CIA_" 
instance04254.smt2; sat, 2: "User-Agent:Host:TeomaBarHost:HoursHost:_" 
instance04261.smt2; sat, 2: "yddznydqir/eviaresflashdownloader.com_" 
instance04264.smt2; sat, 2: "" 
instance04266.smt2; sat, 2: "//pdfx.html/U_" 
instance04272.smt2; sat, 2: "Validation_of_Mexican_RFC_for_tax_payers_individuals_" 
instance04303.smt2; sat, 2: "" 
instance04329.smt2; sat, 2: "" 
instance04338.smt2; sat, 2: "" 
instance04346.smt2; sat, 2: "ed2k_STATUS_Server_}{Port:http://tv.seekmo.com/showme.aspx?keyword=_" 
instance04364.smt2; sat, 2: "" 
instance04370.smt2; sat, 2: "ZC-BridgeHost:Subject:as.starware.com_" 
instance04372.smt2; sat, 2: "Host:fromZC-Bridgev.xml/NFO,Registered_" 
instance04375.smt2; sat, 2: "" 
instance04388.smt2; sat, 2: "" 
instance04420.smt2; sat, 2: "Host:User-Agent:Host:PortScaner_" 
instance04424.smt2; sat, 2: "" 
instance04427.smt2; sat, 2: "HANDYHost:Host:Host:yddznydqir/eviGatornewsSoftActivity__" 
instance04435.smt2; sat, 2: "TPSystemHost:}{User:Alert/cgi-bin/X-Mailer:__" 
instance04439.smt2; sat, 2: "" 
instance04447.smt2; sat, 2: "" 
instance04466.smt2; sat, 2: "}{Trojan:Subject:version_" 
instance04478.smt2; sat, 2: "Subject:reportGatorNavExcel_" 
instance04479.smt2; sat, 2: "" 
instance04498.smt2; sat, 2: "YAHOODesktopHost:LOGHost:tvshowticketsResultsFROM:_" 
instance04503.smt2; sat, 2: "UI2Host:DesktopUser-Agent:/notifier/_" 
instance04506.smt2; sat, 2: "" 
instance04507.smt2; sat, 2: "" 
instance04516.smt2; sat, 2: "source%3Dultrasearch136%26campaign%3DsnapuplogWinInet3Azopabora.info_" 
instance04517.smt2; sat, 2: "www.altnet.com_Host:NSIS_DOWNLOADSubject:User-Agent:www.searchingall.com_" 
instance04524.smt2; sat, 2: "Fen_treEye/dss/cc.2_0_0.TROJAN-_" 
instance04525.smt2; sat, 2: "User-Agent:BasedUser-Agent:_" 
instance04527.smt2; sat, 2: "" 
instance04538.smt2; sat, 2: "" 
instance04542.smt2; sat, 2: "" 
instance04543.smt2; sat, 2: "}{Trojan:User-Agent:byHost:_________" 
instance04545.smt2; sat, 2: "pgwtjgxwthx/byb.xkyLOGurl=enews.earthlink.net_" 
instance04559.smt2; sat, 2: "//stat_d//U_" 
instance04564.smt2; sat, 2: "" 
instance04568.smt2; sat, 2: "" 
instance04594.smt2; sat, 2: "" 
instance04600.smt2; sat, 2: "" 
instance04602.smt2; sat, 2: "UI2AgentConnectedDesktopSubject:ixqshv/qzccsactualnames.com_" 
instance04605.smt2; sat, 2: "" 
instance04614.smt2; sat, 2: "User-Agent:ServerHost:_" 
instance04628.smt2; sat, 2: "User-Agent:upgrade.qsrch.info_" 
instance04648.smt2; sat, 2: "X-OSSproxy:FTPSubject:ServerMicrosoft*PORT3*Pro_" 
instance04650.smt2; sat, 2: "" 
instance04659.smt2; sat, 2: "ovplHost:Host:DownloadUser_" 
instance04660.smt2; sat, 2: "" 
instance04662.smt2; sat, 2: "" 
instance04678.smt2; sat, 2: "" 
instance04681.smt2; sat, 2: "" 
instance04683.smt2; sat, 2: "Prodaosearch.comReferer:007User-Agent:_" 
instance04687.smt2; sat, 2: "" 
instance04692.smt2; sat, 2: "TM_SEARCH3Host:User-Agent:media.dxcdirect.com_" 
instance04700.smt2; sat, 2: "toc=MicrosoftStartupStarLoggerServerX-Mailer:__" 
instance04705.smt2; sat, 2: "" 
instance04709.smt2; sat, 2: "MailerHost:User-Agent:_" 
instance04712.smt2; sat, 2: "" 
instance04715.smt2; sat, 2: "User-Agent:User-Agent:www.take5bingo.com_User-Agent:_" 
instance04732.smt2; sat, 2: "www.webcruiser.ccgot_" 
instance04742.smt2; sat, 2: "" 
instance04743.smt2; sat, 2: "" 
instance04744.smt2; sat, 2: "__STATUS:User-Agent:Host:Referer:_" 
instance04747.smt2; sat, 2: "3AFrom:dddrep.dudu.comform-data;_name=_pid__" 
instance04750.smt2; sat, 2: "LoginHost:/friendship/email_thank_you?_" 
instance04762.smt2; sat, 2: "" 
instance04768.smt2; sat, 2: "" 
instance04788.smt2; sat, 2: "" 
instance04794.smt2; sat, 2: "" 
instance04795.smt2; sat, 2: "" 
instance04797.smt2; sat, 2: "www.sogou.comix=WebsiteHost:Web-Mail_" 
instance04810.smt2; sat, 2: "" 
instance04811.smt2; sat, 2: "" 
instance04813.smt2; sat, 2: "" 
instance04825.smt2; sat, 2: "" 
instance04829.smt2; sat, 2: "Pass-OnthecontainsUser-Agent:_" 
instance04836.smt2; sat, 2: "" 
instance04842.smt2; sat, 2: "dialup_vpn_hermangroup.orgUser-Agent:_" 
instance04857.smt2; sat, 2: "www.mirarsearch.com_" 
instance04863.smt2; sat, 2: "" 
instance04875.smt2; sat, 2: "LOGGuardedHost:www.searchreslt.comwp-includes/feed.php?_" 
instance04893.smt2; sat, 2: "www.cameup.com_NetTracker_" 
instance04895.smt2; sat, 2: "Remote<chat>_X-Mailer:_www.proventactics.com_" 
instance04902.smt2; sat, 2: "forum=From:comTencentTravelerBackAtTaCkExplorer_" 
instance04914.smt2; sat, 2: "Handyst=ClassStopperHost:SpamBlockerUtility_" 
instance04924.smt2; sat, 2: "" 
instance04925.smt2; sat, 2: "" 
instance04926.smt2; sat, 2: "" 
instance04933.smt2; sat, 2: "" 
instance04936.smt2; sat, 2: "" 
instance04944.smt2; sat, 2: "spyblpatHost:is.phpBarFrom:Host:gdvsotuqwsg/dxt.hd_" 
instance04967.smt2; sat, 2: "Host:HANDYwww.purityscan.com_" 
instance04971.smt2; sat, 2: "Fictionaliufilfwulmfi/riuf.lio_" 
instance04973.smt2; sat, 2: "User-Agent:Host:passwordhavewww.alfacleaner.com_" 
instance04975.smt2; sat, 2: "versionIDENTIFYstarted.User-Agent:_" 
instance04977.smt2; sat, 2: "" 
instance04985.smt2; sat, 2: "vvvjkhmbgnbbw/qbn_(robert_blackcastlesoft.com)_" 
instance04989.smt2; sat, 2: "" 
instance04991.smt2; sat, 2: "" 
instance05004.smt2; sat, 2: "com/index.php?tpid=onspyblpatUser-Agent:Surveillance__" 
instance05008.smt2; sat, 2: "Subject:linkautomatici.comReferer:www.searchreslt.com_" 
instance05022.smt2; sat, 2: "NetTracker.htaServerTheef2trustyfiles.comlogsHost:version_" 
instance05047.smt2; sat, 2: "" 
instance05050.smt2; sat, 2: "Kontikidownloadfile.orged2kcom>Host:Windows_" 
instance05066.smt2; sat, 2: "" 
instance05073.smt2; sat, 2: "" 
instance05079.smt2; sat, 2: "" 
instance05081.smt2; sat, 2: "www.lookster.netnotification_uuid=qisezhin/iqor.ym__" 
instance05117.smt2; sat, 2: "" 
instance05123.smt2; sat, 2: "" 
instance05124.smt2; sat, 2: "CodeguruBrowserMyPostStableWeb-MailUser-Agent:195.225._" 
instance05131.smt2; sat, 2: "" 
instance05148.smt2; sat, 2: "LogsHXLogOnlytoolbar.i-lookup.com_" 
instance05152.smt2; sat, 2: "" 
instance05161.smt2; sat, 2: "" 
instance05163.smt2; sat, 2: "" 
instance05169.smt2; sat, 2: "OSSProxyHost:Subject:s_sq=aolsnssignin_" 
instance05177.smt2; sat, 2: "" 
instance05179.smt2; sat, 2: "" 
instance05194.smt2; sat, 2: "" 
instance05206.smt2; sat, 2: "weatherSubject:X-Mailer:_TOOLBAR/newsurfer4/_" 
instance05210.smt2; sat, 2: "TROJAN-Owner:User-Agent:%3fTs2/_" 
instance05211.smt2; sat, 2: "/=_/P_" 
instance05228.smt2; sat, 2: "User-Agent:Directory_" 
instance05229.smt2; sat, 2: "ServerAgentX-Mailer:_TencentTraveler_" 
instance05230.smt2; sat, 2: "" 
instance05236.smt2; sat, 2: "tipHost:GirafaClient___subject=GhostVoice_" 
instance05253.smt2; sat, 2: "StarLoggerCookie:Host:PRODUCEDwebsearch.getmirar.com_" 
instance05259.smt2; sat, 2: "Host:hjhgquqssq/pjmonHost:Host:A-311byName=Your+Host+is:_" 
instance05266.smt2; sat, 2: "findX-Mailer:_User-Agent:www.take5bingo.com_X-Mailer:____" 
instance05273.smt2; sat, 2: "/bar_pl/b.fcgiHost:Host:Class/toolbar/ico/GoogleLogsencoderserver_" 
instance05275.smt2; sat, 2: "" 
instance05280.smt2; sat, 2: "/xml/toolbar/Exploiter_" 
instance05291.smt2; sat, 2: "linkautomatici.comAID/YourUser-Agent:toBasicwww.webcruiser.cc_" 
instance05304.smt2; sat, 2: "" 
instance05305.smt2; sat, 2: "" 
instance05311.smt2; sat, 2: "_StarLogger_User-Agent:JMailUser-Agent:_" 
instance05312.smt2; sat, 2: "Serverulmxct/mqoycWinSession/client/*PORT1*_" 
instance05316.smt2; sat, 2: "" 
instance05318.smt2; sat, 2: "www.proventactics.comKeyloggerExplorerfileserverSI|Server|_www.myarmory.com_" 
instance05339.smt2; sat, 2: "MyAgentprotocolprotocolHost:/s(robert_blackcastlesoft.com)data2.activshopper.com_" 
instance05345.smt2; sat, 2: "" 
instance05348.smt2; sat, 2: "" 
instance05365.smt2; sat, 2: "" 
instance05378.smt2; sat, 2: "WindowsAcmeReferer:_" 
instance05380.smt2; sat, 2: "" 
instance05388.smt2; sat, 2: "" 
instance05396.smt2; sat, 2: "SpyBuddySubject:stats.drivecleaner.com__" 
instance05411.smt2; sat, 2: "" 
instance05412.smt2; unsat 
instance05424.smt2; sat, 2: "DownloadDmInf^infoSimpsonUser-Agent:Client_" 
instance05426.smt2; sat, 2: "" 
instance05428.smt2; sat, 2: "" 
instance05447.smt2; sat, 2: "www.urlblaze.netCurrentHost:_" 
instance05448.smt2; sat, 2: "DaysinfoBackAtTaCkwww.alfacleaner.com_" 
instance05449.smt2; sat, 2: "Host:DIMBUSsidebar.activeshopper.comUser-Agent:Pcast_" 
instance05450.smt2; sat, 2: "securityOmFkbWluADROARad.mokead.com</chat>_" 
instance05454.smt2; sat, 2: "RunnerHost:.htmldll?CenterspasSubject:Host:connectedNodes&Name=_" 
instance05462.smt2; sat, 2: "Host:YOURcache.everer.comwww.purityscan.com_" 
instance05465.smt2; sat, 2: "" 
instance05470.smt2; sat, 2: "X-Mailer:_SpyAgentRootHost:_" 
instance05472.smt2; sat, 2: "trustyfiles.comBlade####.smx?_" 
instance05474.smt2; sat, 2: "" 
instance05476.smt2; sat, 2: "InformationSubject:SpynovabyBlacksnprtz|dialnoSearch_" 
instance05477.smt2; sat, 2: "" 
instance05481.smt2; sat, 2: "" 
instance05486.smt2; sat, 2: "" 
instance05487.smt2; sat, 2: "" 
instance05493.smt2; sat, 2: "actualnames.comclient.baigoo.comzzzvmkituktgr/etiexpsp2-InformationHost:_" 
instance05494.smt2; sat, 2: "Shell/Fileage}{Port:upd.lop.com_" 
instance05507.smt2; sat, 2: "" 
instance05512.smt2; sat, 2: "" 
instance05515.smt2; sat, 2: "" 
instance05522.smt2; sat, 2: "A-311ServerUser-Agent:scn.mystoretoolbar.com_Windowswww.trackhits.ccHost:_" 
instance05547.smt2; sat, 2: "//ib2//U_" 
instance05567.smt2; sat, 2: "" 
instance05572.smt2; sat, 2: "()url=http:_1.0b3.aspxWatchDogupwww.klikvipsearch.comNetspyt=WeHost:/cgi/logurl.cgi_" 
instance05592.smt2; sat, 2: "" 
instance05600.smt2; sat, 2: "SpywareinformationToolBarX-Mailer:_User-Agent:MM_RECO.EXE_" 
instance05615.smt2; sat, 2: "thereHost:select/Getwww.2-seek.com/search_" 
instance05619.smt2; sat, 2: "<logs_dummyserver.com>_" 
instance05632.smt2; sat, 2: "" 
instance05635.smt2; sat, 2: "HXDownloadUser-Agent:answerDeletingCookieReferer:_" 
instance05641.smt2; sat, 2: "" 
instance05655.smt2; sat, 2: "cash_loans,_long_term_loans,_unsecured_loans,_12_month_loans,_bad_credit_loans,_" 
instance05672.smt2; unsat 
instance05673.smt2; sat, 2: "" 
instance05675.smt2; sat, 2: "BysooTBwhenu.com_ToolbarWeAgentUser-Agent:hasHost:toWebupdate.cgithis_" 
instance05680.smt2; sat, 2: "" 
instance05684.smt2; sat, 2: "" 
instance05698.smt2; sat, 2: "" 
instance05710.smt2; sat, 2: "" 
instance05728.smt2; sat, 2: "" 
instance05742.smt2; sat, 2: "couponbar.coupons.comKeystrokesSubject:_" 
instance05746.smt2; sat, 2: "" 
instance05753.smt2; sat, 2: "" 
instance05764.smt2; sat, 2: "" 
instance05776.smt2; sat, 2: "" 
instance05785.smt2; sat, 2: "" 
instance05787.smt2; sat, 2: "" 
instance05799.smt2; sat, 2: "Host:AddressDaemonUser-Agent:User-Agent:_" 
instance05806.smt2; sat, 2: "Googlelog={IP:PG=SPEEDBAR_" 
instance05812.smt2; sat, 2: "Server:WordTheHost:from_" 
instance05820.smt2; sat, 2: "onBetaHost:youRootReferer:_" 
instance05823.smt2; sat, 2: "" 
instance05826.smt2; sat, 2: "" 
instance05844.smt2; sat, 2: "emailFrom:User-Agent:User-Agent:select/Get_" 
instance05845.smt2; sat, 2: "" 
instance05848.smt2; sat, 2: "" 
instance05850.smt2; sat, 2: "www.pcsentinelsoftware.com_" 
instance05851.smt2; sat, 2: "" 
instance05856.smt2; sat, 2: "BY}{User:Host:connection._" 
instance05867.smt2; sat, 2: "URLUBAgent%3fSchwindlerurl=Host:httpUser-Agent:_" 
instance05871.smt2; sat, 2: "" 
instance05888.smt2; sat, 2: "" 
instance05896.smt2; sat, 2: "User-Agent:MailerGuarded_" 
instance05902.smt2; sat, 2: "" 
instance05937.smt2; sat, 2: "" 
instance05941.smt2; sat, 2: "" 
instance05978.smt2; sat, 2: "///U_" 
instance05980.smt2; sat, 2: "//bin.exe/U_" 
instance05982.smt2; sat, 2: "Host:Portawww.thecommunicator.net_" 
instance05984.smt2; sat, 2: "Informationsearchnugget_spastb.freeprod.comOnlineWeb.fcgi_" 
instance05989.smt2; sat, 2: "" 
instance05991.smt2; sat, 2: "" 
instance06349.smt2; sat, 3: "Host:Informationwww.zhongsou.comLitequick.qsrch.com_" 
instance06506.smt2; unsat 
instance06609.smt2; sat, 4: "LIST]SpamBlockerUtilityTry2FindBasicHost:User-Agent:AcmeprotocolSpy_" 
instance06641.smt2; sat, 3: "RootviewNetControl.Server_data2.activshopper.com_" 
instance07107.smt2; sat, 3: "name.cnnic.cn/bar_pl/chk_bar.fcgiHost:|Connected_" 
instance07209.smt2; sat, 3: "" 
instance07321.smt2; unsat 
instance07331.smt2; sat, 3: "Subject:EnTrYExplorer*PORT2*Host:_" 
instance07492.smt2; unsat 
instance07675.smt2; unsat 
instance07975.smt2; sat, 3: "" 
instance08020.smt2; sat, 3: "Host:%2EResultsUser-Agent:_" 
instance08272.smt2; unsat 
instance08348.smt2; sat, 3: "" 
instance08980.smt2; sat, 3: "" 
instance08996.smt2; unsat 
instance09054.smt2; unsat 
instance09282.smt2; unsat 
instance09330.smt2; unsat 
instance09734.smt2; sat, 4: "Host:Test</chat>ResultsSubject:_" 
instance10004.smt2; sat, 3: "//stat_svc//U_" 
instance10147.smt2; sat, 3: "" 
instance10397.smt2; sat, 3: "" 
instance10465.smt2; unsat 
instance10512.smt2; unsat 
instance11018.smt2; sat, 3: "GREATHost:FILESIZE>_/iis2ebs.aspFTPUser-Agent:_" 
instance11156.smt2; sat, 3: "ApofisAgentFunWebProductsUser-Agent:_" 
instance11211.smt2; sat, 3: "ed2k_STATUS_Server_}{Port:http://tv.seekmo.com/showme.aspx?keyword=_" 
instance11215.smt2; sat, 3: "wlpgskmv/lwzo.qv#www.kliksearch.com_" 
instance11372.smt2; sat, 3: "" 
instance11440.smt2; unsat 
instance11703.smt2; sat, 3: "seqepagqfphv/sfdX-Mailer:__" 
instance11709.smt2; sat, 3: "GamespyAttachedIndyReferer:ToolbarCurrent;CIA_" 
instance11769.smt2; sat, 3: "LOGNetBusCookie:Toolbar_" 
instance11788.smt2; sat, 3: "User-Agent:ChildWebGuardianHXDownloadX-Mailer:__" 
instance12046.smt2; sat, 3: "ovplEchelonUser-Agent:User-Agent:Host:_" 
instance12162.smt2; unsat 
instance12416.smt2; unsat 
instance12474.smt2; sat, 3: "" 
instance12823.smt2; sat, 3: "ed2k_STATUS_Server_}{Port:http://tv.seekmo.com/showme.aspx?keyword=_" 
instance12961.smt2; sat, 3: "" 
instance13052.smt2; sat, 3: "Uin=encodernotification_/toolbar/Host:User-Agent:_" 
instance13060.smt2; sat, 3: "" 
instance13068.smt2; sat, 3: "" 
instance13358.smt2; unsat 
instance13532.smt2; sat, 3: "<chat>_Host:tid={_" 
instance13726.smt2; sat, 3: "Subject:reportGatorNavExcel_" 
instance14028.smt2; unsat 
instance14503.smt2; unsat 
instance14633.smt2; unsat 
instance14862.smt2; sat, 3: "User-Agent:User-Agent:_" 
instance15368.smt2; unsat 
instance15577.smt2; sat, 3: "www.richfind.comHost:_" 
instance15594.smt2; unsat 
instance15649.smt2; sat, 3: "Windows/client/Blackreportc.goclick.comX-Sender:__" 
