unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 49 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 45 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 24 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 26 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
sat ,(   (define-fun x_9 () String     "!0!\<SCRIPT!1!")   (define-fun sigmaStar_3 () String     "!0!\<SCRIPT!1!")   (define-fun literal_12 () String     "px;"" id=""left-column"">")   (define-fun literal_8 () String     "180")   (define-fun x_11 () String     "<td style=""vertical-align: top; width: !0!\<SCRIPT!1!")   (define-fun literal_10 () String     "<td style=""vertical-align: top; width: ")   (define-fun x_13 () String     "<td style=""vertical-align: top; width: !0!\<SCRIPT!1!px;"" id=""left-column"">")   (define-fun sigmaStar_0 () String     "")   (define-fun sigmaStar_1 () String     "")   (define-fun sigmaStar_5 () String     "")   (define-fun sigmaStar_4 () String     "")   (define-fun sigmaStar_2 () String     "") ) 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
sat ,(   (define-fun sigmaStar_0 () String     "!0!\<SCRIPT!1!")   (define-fun literal_3 () String     """>")   (define-fun x_2 () String     "<input type=""hidden"" name=""sesskey"" value=""!0!\<SCRIPT!1!")   (define-fun literal_1 () String     "<input type=""hidden"" name=""sesskey"" value=""")   (define-fun x_4 () String     "<input type=""hidden"" name=""sesskey"" value=""!0!\<SCRIPT!1!"">") ) 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
sat ,(   (define-fun sigmaStar_0 () String     "!0!\<SCRIPT!1!")   (define-fun literal_3 () String     """>\n")   (define-fun x_2 () String     "<input type=""hidden"" name=""lang"" value=""!0!\<SCRIPT!1!")   (define-fun literal_1 () String     "<input type=""hidden"" name=""lang"" value=""")   (define-fun x_4 () String     "<input type=""hidden"" name=""lang"" value=""!0!\<SCRIPT!1!"">\n") ) 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
sat ,(   (define-fun sigmaStar_0 () String     "!0!\<SCRIPT!1!")   (define-fun x_5 () String     "<td><input size=""50"" type=""text"" name=""adminname"" value=""!0!\<SCRIPT!1!""></td>\n")   (define-fun literal_2 () String     "<td><input size=""50"" type=""text"" name=""adminname"" value=""")   (define-fun literal_4 () String     """></td>\n")   (define-fun x_3 () String     "<td><input size=""50"" type=""text"" name=""adminname"" value=""!0!\<SCRIPT!1!")   (define-fun sigmaStar_1 () String     "") ) 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
sat ,(   (define-fun sigmaStar_3 () String     "!0!\<SCRIPT!1!")   (define-fun x_8 () String     " <b>!0!\<SCRIPT!1!</b> ")   (define-fun literal_5 () String     " <b>")   (define-fun literal_7 () String     "</b> ")   (define-fun x_6 () String     " <b>!0!\<SCRIPT!1!")   (define-fun sigmaStar_0 () String     "")   (define-fun sigmaStar_4 () String     "") ) 
sat ,(   (define-fun sigmaStar_14 () String     "\<SCRIPT")   (define-fun x_25 () String     " <a href=""user.php?sort=firstname&amp;dir=ASC&amp;perpage=perpage&amp;lastinitial=lastinitial&amp;firstinitial=\<SCRIPT\"">\<SCRIPT</a> ")   (define-fun x_21 () String     "perpage=perpage&amp;lastinitial=lastinitial&amp;firstinitial=\<SCRIPT\"">\<SCRIPT")   (define-fun literal_24 () String     " <a href=""user.php?sort=firstname&amp;dir=ASC&amp;")   (define-fun x_23 () String     "perpage=perpage&amp;lastinitial=lastinitial&amp;firstinitial=\<SCRIPT\"">\<SCRIPT</a> ")   (define-fun literal_19 () String     "\"">")   (define-fun x_18 () String     "perpage=perpage&amp;lastinitial=lastinitial&amp;firstinitial=\<SCRIPT")   (define-fun x_20 () String     "perpage=perpage&amp;lastinitial=lastinitial&amp;firstinitial=\<SCRIPT\"">")   (define-fun literal_22 () String     "</a> ")   (define-fun literal_16 () String     "perpage=perpage&amp;lastinitial=lastinitial&amp;firstinitial=")   (define-fun sigmaStar_1 () String     "")   (define-fun sigmaStar_2 () String     "")   (define-fun sigmaStar_0 () String     "")   (define-fun sigmaStar_17 () String     "") ) 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 24 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 43 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
sat ,(   (define-fun sigmaStar_1 () String     "!0!/evil!1!")   (define-fun literal_2 () String     "/../config.php")   (define-fun x_3 () String     "!0!/evil!1!/../config.php") ) 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
sat ,(   (define-fun x_21 () String     "!0!\<SCRIPT!1!")   (define-fun sigmaStar_19 () String     "!0!\<SCRIPT!1!")   (define-fun literal_3 () String     "/Default.htm")   (define-fun sigmaStar_9 () String     "")   (define-fun x_10 () String     "/index.html")   (define-fun literal_7 () String     "/index.html")   (define-fun literal_2 () String     "file.php")   (define-fun sigmaStar_13 () String     "")   (define-fun x_14 () String     "/index.htm")   (define-fun literal_11 () String     "/index.htm")   (define-fun sigmaStar_5 () String     "")   (define-fun x_6 () String     "/Default.htm")   (define-fun sigmaStar_1 () String     "")   (define-fun sigmaStar_0 () String     "") ) 
sat ,(   (define-fun x_23 () String     "!0!\<SCRIPT!1!")   (define-fun sigmaStar_20 () String     "!0!\<SCRIPT!1!")   (define-fun literal_12 () String     "/index.html")   (define-fun sigmaStar_9 () String     "")   (define-fun x_15 () String     "/index.htm")   (define-fun literal_14 () String     "/index.htm")   (define-fun sigmaStar_7 () String     "")   (define-fun x_11 () String     "/Default.htm")   (define-fun literal_10 () String     "/Default.htm")   (define-fun sigmaStar_8 () String     "")   (define-fun x_13 () String     "/index.html")   (define-fun literal_3 () String     "file.php")   (define-fun sigmaStar_1 () String     "")   (define-fun sigmaStar_2 () String     "")   (define-fun sigmaStar_0 () String     "") ) 
unsat ,(error "line 42 column 10: model is not available") 
sat ,(   (define-fun sigmaStar_5 () String     "\<SCRIPT")   (define-fun sigmaStar_6 () String     "!1!")   (define-fun x_16 () String     "\<SCRIPT/Default.htm")   (define-fun sigmaStar_7 () String     "!0!")   (define-fun literal_1 () String     "file.php")   (define-fun x_13 () String     "!0!/index.htm")   (define-fun literal_9 () String     "/index.html")   (define-fun literal_8 () String     "/Default.htm")   (define-fun literal_10 () String     "/index.htm")   (define-fun x_11 () String     "\<SCRIPT/Default.htm")   (define-fun x_12 () String     "!1!/index.html")   (define-fun sigmaStar_0 () String     "") ) 
sat ,(   (define-fun sigmaStar_5 () String     "/evil")   (define-fun sigmaStar_6 () String     "!1!")   (define-fun x_16 () String     "/evil/Default.htm")   (define-fun sigmaStar_7 () String     "!0!")   (define-fun literal_1 () String     "file.php")   (define-fun x_13 () String     "!0!/index.htm")   (define-fun literal_9 () String     "/index.html")   (define-fun literal_8 () String     "/Default.htm")   (define-fun literal_10 () String     "/index.htm")   (define-fun x_11 () String     "/evil/Default.htm")   (define-fun x_12 () String     "!1!/index.html")   (define-fun sigmaStar_0 () String     "") ) 
sat ,(   (define-fun x_23 () String     "!0!/evil!1!")   (define-fun sigmaStar_20 () String     "!0!/evil!1!")   (define-fun literal_3 () String     "/Default.htm")   (define-fun sigmaStar_9 () String     "")   (define-fun x_10 () String     "/index.html")   (define-fun literal_7 () String     "/index.html")   (define-fun literal_2 () String     "file.php")   (define-fun sigmaStar_13 () String     "")   (define-fun x_14 () String     "/index.htm")   (define-fun literal_11 () String     "/index.htm")   (define-fun sigmaStar_5 () String     "")   (define-fun x_6 () String     "/Default.htm")   (define-fun sigmaStar_18 () String     "")   (define-fun sigmaStar_1 () String     "")   (define-fun sigmaStar_0 () String     "") ) 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
sat ,(   (define-fun sigmaStar_2 () String     "\<SCRIPT")   (define-fun x_10 () String     "<input type=""hidden"" name=""\<SCRIPT"" value=""\<SCRIPT"" />")   (define-fun literal_9 () String     """ />")   (define-fun x_8 () String     "<input type=""hidden"" name=""\<SCRIPT"" value=""\<SCRIPT")   (define-fun x_7 () String     "<input type=""hidden"" name=""\<SCRIPT"" value=""")   (define-fun x_5 () String     "<input type=""hidden"" name=""\<SCRIPT")   (define-fun literal_4 () String     "<input type=""hidden"" name=""")   (define-fun literal_6 () String     """ value=""")   (define-fun sigmaStar_0 () String     "")   (define-fun sigmaStar_3 () String     "") ) 
sat ,(   (define-fun x_8 () String     "\<SCRIPT")   (define-fun x_28 () String     "")   (define-fun sigmaStar_7 () String     "\<SCRIPT")   (define-fun x_25 () String     "<a title=""\<SCRIPT"" href=""/course/mod.php?moveto=&amp;sesskey=""><img class=""movetarget"" src=""/movehere.gif"" ")   (define-fun x_10 () String     "<a title=""\<SCRIPT")   (define-fun literal_21 () String     "<img class=""movetarget"" src=""")   (define-fun literal_30 () String     """ /></a><br />\u{d}\u{a}                         ")   (define-fun x_12 () String     "<a title=""\<SCRIPT""")   (define-fun literal_24 () String     "movehere")   (define-fun x_20 () String     "<a title=""\<SCRIPT"" href=""/course/mod.php?moveto=&amp;sesskey="">")   (define-fun x_27 () String     "<a title=""\<SCRIPT"" href=""/course/mod.php?moveto=&amp;sesskey=""><img class=""movetarget"" src=""/movehere.gif""  alt=""")   (define-fun x_16 () String     "<a title=""\<SCRIPT"" href=""/course/mod.php?moveto=")   (define-fun x_31 () String     "<a title=""\<SCRIPT"" href=""/course/mod.php?moveto=&amp;sesskey=""><img class=""movetarget"" src=""/movehere.gif""  alt="""" /></a><br />\u{d}\u{a}                         ")   (define-fun literal_13 () String     " href=""")   (define-fun literal_15 () String     "/course/mod.php?moveto=")   (define-fun epsilon () String     "")   (define-fun x_18 () String     "<a title=""\<SCRIPT"" href=""/course/mod.php?moveto=&amp;sesskey=")   (define-fun literal_11 () String     """")   (define-fun literal_19 () String     """>")   (define-fun literal_17 () String     "&amp;sesskey=")   (define-fun x_22 () String     "<a title=""\<SCRIPT"" href=""/course/mod.php?moveto=&amp;sesskey=""><img class=""movetarget"" src=""")   (define-fun x_29 () String     "<a title=""\<SCRIPT"" href=""/course/mod.php?moveto=&amp;sesskey=""><img class=""movetarget"" src=""/movehere.gif""  alt=""")   (define-fun literal_9 () String     "<a title=""")   (define-fun x_14 () String     "<a title=""\<SCRIPT"" href=""")   (define-fun literal_23 () String     "/movehere.gif"" ")   (define-fun literal_26 () String     " alt=""")   (define-fun sigmaStar_1 () String     "")   (define-fun sigmaStar_0 () String     "") ) 
unsat ,(error "line 31 column 10: model is not available") 
unsat ,(error "line 39 column 10: model is not available") 
sat ,(   (define-fun x_7 () String     "evil")   (define-fun sigmaStar_6 () String     "evil")   (define-fun x_9 () String     "/blocks/evil")   (define-fun epsilon () String     "")   (define-fun literal_8 () String     "/blocks/")   (define-fun x_11 () String     "/blocks/evil/config_instance.html")   (define-fun literal_10 () String     "/config_instance.html")   (define-fun sigmaStar_0 () String     "")   (define-fun sigmaStar_1 () String     "")   (define-fun sigmaStar_5 () String     "")   (define-fun sigmaStar_3 () String     "") ) 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 23 column 10: model is not available") 
unsat ,(error "line 82 column 10: model is not available") 
unsat ,(error "line 72 column 10: model is not available") 
unsat ,(error "line 53 column 10: model is not available") 
sat ,(   (define-fun sigmaStar_3 () String     "!0!\<SCRIPT!1!")   (define-fun x_5 () String     "!0!\<SCRIPT!1! kB")   (define-fun literal_4 () String     " kB")   (define-fun sigmaStar_1 () String     "") ) 
sat ,(   (define-fun sigmaStar_0 () String     "/evilE")   (define-fun literal_5 () String     ".php")   (define-fun x_4 () String     "/evilE")   (define-fun x_6 () String     "/evilE.php")   (define-fun sigmaStar_3 () String     "") ) 
sat ,(   (define-fun sigmaStar_1 () String     "!0!/evil!1!")   (define-fun literal_2 () String     "/../../../config.php")   (define-fun x_3 () String     "!0!/evil!1!/../../../config.php") ) 
sat ,(   (define-fun sigmaStar_2 () String     "!2!\<SCRIPT!3!")   (define-fun x_14 () String     "!1!")   (define-fun x_36 () String     "!2!\<SCRIPT!3!")   (define-fun sigmaStar_1 () String     "!0!")   (define-fun sigmaStar_3 () String     "!1!")   (define-fun x_19 () String     "Item was added, and a new category was created. <a href=""index.php?action=categoryedit&amp;blogid=!2!\<SCRIPT!3!&amp;catid=!2!\<SCRIPT!3!"" onclick=""if (event &amp;&amp; event.preventDefault) event.preventDefault(); window.open(this.href); return false;"" title=""Opens in new window"">Click here to edit the name and description of the category.</a>")   (define-fun x_9 () String     "Item was added, and a new category was created. <a href=""index.php?action=categoryedit&amp;blogid=!0!")   (define-fun literal_8 () String     "catid")   (define-fun literal_21 () String     "Could not create new category")   (define-fun x_12 () String     "Item was added, and a new category was created. <a href=""index.php?action=categoryedit&amp;blogid=!2!\<SCRIPT!3!&amp;catid=")   (define-fun literal_6 () String     "Item was added, and a new category was created. <a href=""index.php?action=categoryedit&amp;blogid=")   (define-fun literal_18 () String     """ onclick=""if (event &amp;&amp; event.preventDefault) event.preventDefault(); window.open(this.href); return false;"" title=""Opens in new window"">Click here to edit the name and description of the category.</a>")   (define-fun x_20 () String     "Item was added, and a new category was created. <a href=""index.php?action=categoryedit&amp;blogid=!0!&amp;catid=!1!"" onclick=""if (event &amp;&amp; event.preventDefault) event.preventDefault(); window.open(this.href); return false;"" title=""Opens in new window"">Click here to edit the name and description of the category.</a>")   (define-fun x_15 () String     "Item was added, and a new category was created. <a href=""index.php?action=categoryedit&amp;blogid=!2!\<SCRIPT!3!&amp;catid=!2!\<SCRIPT!3!")   (define-fun x_16 () String     "Item was added, and a new category was created. <a href=""index.php?action=categoryedit&amp;blogid=!0!&amp;catid=!1!")   (define-fun epsilon () String     "")   (define-fun x_13 () String     "Item was added, and a new category was created. <a href=""index.php?action=categoryedit&amp;blogid=!0!&amp;catid=")   (define-fun literal_10 () String     "&amp;catid=")   (define-fun literal_11 () String     "&amp;catid=")   (define-fun literal_17 () String     """ onclick=""if (event &amp;&amp; event.preventDefault) event.preventDefault(); window.open(this.href); return false;"" title=""Opens in new window"">Click here to edit the name and description of the category.</a>")   (define-fun literal_5 () String     "Item was added, and a new category was created. <a href=""index.php?action=categoryedit&amp;blogid=")   (define-fun literal_22 () String     "Something went wrong")   (define-fun literal_23 () String     "Something went wrong")   (define-fun x_7 () String     "Item was added, and a new category was created. <a href=""index.php?action=categoryedit&amp;blogid=!2!\<SCRIPT!3!")   (define-fun sigmaStar_0 () String     "")   (define-fun sigmaStar_4 () String     "") ) 
unsat ,(error "line 22 column 10: model is not available") 
unsat ,(error "line 21 column 10: model is not available") 
sat ,(   (define-fun sigmaStar_0 () String     "!0!\<SCRIPT!1!")   (define-fun literal_3 () String     ">\n")   (define-fun x_2 () String     "<form action=\""coursefiles.php\"" method=\""post\"" name=\""form\"" !0!\<SCRIPT!1!")   (define-fun literal_1 () String     "<form action=\""coursefiles.php\"" method=\""post\"" name=\""form\"" ")   (define-fun x_4 () String     "<form action=\""coursefiles.php\"" method=\""post\"" name=\""form\"" !0!\<SCRIPT!1!>\n") ) 
sat ,(   (define-fun sigmaStar_0 () String     "!0!/evil!1!")   (define-fun literal_3 () String     ".txt")   (define-fun x_2 () String     "pblguestbook_backup_!0!/evil!1!")   (define-fun literal_1 () String     "pblguestbook_backup_")   (define-fun x_4 () String     "pblguestbook_backup_!0!/evil!1!.txt") ) 
sat ,(   (define-fun sigmaStar_0 () String     "")   (define-fun x_7 () String     "")   (define-fun x_14 () String     "en")   (define-fun x_16 () String     "")   (define-fun x_8 () String     "")   (define-fun sigmaStar_29 () String     "!0!\<SCRIPT!1!")   (define-fun x_10 () String     "")   (define-fun x_19 () String     "en")   (define-fun x_17 () String     "en")   (define-fun literal_21 () String     "/")   (define-fun x_11 () String     "")   (define-fun literal_6 () String     "")   (define-fun x_15 () String     "")   (define-fun x_4 () String     "")   (define-fun literal_13 () String     "en")   (define-fun epsilon () String     "")   (define-fun literal_25 () String     ".gz")   (define-fun sigmaStar_20 () String     "")   (define-fun x_24 () String     "/tinymce_")   (define-fun x_22 () String     "/")   (define-fun literal_5 () String     "")   (define-fun literal_9 () String     "")   (define-fun literal_23 () String     "tinymce_")   (define-fun x_26 () String     "/tinymce_.gz")   (define-fun sigmaStar_3 () String     "") ) 
sat ,(   (define-fun x_10 () String     "")   (define-fun x_7 () String     "")   (define-fun x_15 () String     "en")   (define-fun sigmaStar_21 () String     "")   (define-fun sigmaStar_24 () String     "/evil")   (define-fun x_31 () String     "/tinymce_/evil.gz")   (define-fun x_8 () String     "")   (define-fun sigmaStar_0 () String     "/[^0-9a-z\-_,]+/i")   (define-fun x_17 () String     "")   (define-fun sigmaStar_14 () String     "")   (define-fun x_26 () String     "/tinymce_")   (define-fun literal_30 () String     "")   (define-fun x_11 () String     "")   (define-fun literal_6 () String     "")   (define-fun x_23 () String     "/")   (define-fun literal_28 () String     ".gz")   (define-fun x_20 () String     "en")   (define-fun x_27 () String     "/tinymce_/evil")   (define-fun x_16 () String     "")   (define-fun x_4 () String     "")   (define-fun literal_13 () String     "en")   (define-fun literal_25 () String     "tinymce_")   (define-fun x_18 () String     "en")   (define-fun x_29 () String     "/tinymce_/evil.gz")   (define-fun literal_5 () String     "")   (define-fun literal_22 () String     "/")   (define-fun literal_9 () String     "")   (define-fun sigmaStar_3 () String     "") ) 
sat ,(   (define-fun sigmaStar_18 () String     "!0!/evil!1!")   (define-fun sigmaStar_0 () String     "")   (define-fun x_4 () String     "")   (define-fun literal_13 () String     "")   (define-fun sigmaStar_8 () String     "")   (define-fun x_11 () String     "plugins/")   (define-fun literal_10 () String     "plugins/")   (define-fun literal_12 () String     "/editor_plugin")   (define-fun x_15 () String     "plugins//editor_plugin")   (define-fun x_14 () String     "plugins//editor_plugin")   (define-fun x_17 () String     "plugins//editor_plugin.js")   (define-fun literal_16 () String     ".js")   (define-fun sigmaStar_3 () String     "")   (define-fun sigmaStar_9 () String     "") ) 
sat ,(   (define-fun sigmaStar_2 () String     "\<SCRIPT")   (define-fun x_4 () String     "SELECT * FROM \<SCRIPT")   (define-fun x_10 () String     "<a href='profile.php?lookup=SELECT * FROM \<SCRIPTusers WHERE user_lastvisit>'0' AND user_status='0' ORDER BY user_lastvisit DESC LIMIT 0,10")   (define-fun literal_14 () String     "' class='side'>\n")   (define-fun x_13 () String     "<a href='profile.php?lookup=SELECT * FROM \<SCRIPTusers WHERE user_lastvisit>'0' AND user_status='0' ORDER BY user_lastvisit DESC LIMIT 0,10' title='SELECT * FROM \<SCRIPTusers WHERE user_lastvisit>'0' AND user_status='0' ORDER BY user_lastvisit DESC LIMIT 0,10")   (define-fun x_12 () String     "<a href='profile.php?lookup=SELECT * FROM \<SCRIPTusers WHERE user_lastvisit>'0' AND user_status='0' ORDER BY user_lastvisit DESC LIMIT 0,10' title='")   (define-fun literal_11 () String     "' title='")   (define-fun literal_5 () String     "users WHERE user_lastvisit>'0' AND user_status='0' ORDER BY user_lastvisit DESC LIMIT 0,10")   (define-fun x_15 () String     "<a href='profile.php?lookup=SELECT * FROM \<SCRIPTusers WHERE user_lastvisit>'0' AND user_status='0' ORDER BY user_lastvisit DESC LIMIT 0,10' title='SELECT * FROM \<SCRIPTusers WHERE user_lastvisit>'0' AND user_status='0' ORDER BY user_lastvisit DESC LIMIT 0,10' class='side'>\n")   (define-fun literal_9 () String     "<a href='profile.php?lookup=")   (define-fun x_7 () String     "SELECT * FROM \<SCRIPTusers WHERE user_lastvisit>'0' AND user_status='0' ORDER BY user_lastvisit DESC LIMIT 0,10")   (define-fun literal_3 () String     "SELECT * FROM ")   (define-fun sigmaStar_1 () String     "")   (define-fun sigmaStar_0 () String     "") ) 
sat ,(   (define-fun sigmaStar_0 () String     "evil")   (define-fun literal_3 () String     ".php")   (define-fun x_2 () String     "last_seen_users_panel/locale/evil")   (define-fun literal_1 () String     "last_seen_users_panel/locale/")   (define-fun x_4 () String     "last_seen_users_panel/locale/evil.php") ) 
unsat ,(error "line 21 column 10: model is not available") 
sat ,(   (define-fun sigmaStar_0 () String     "!0!\<SCRIPT!1!")   (define-fun literal_3 () String     "' class='button'></center>\n")   (define-fun x_2 () String     "<input type='submit' name='cast_vote' value='!0!\<SCRIPT!1!")   (define-fun literal_1 () String     "<input type='submit' name='cast_vote' value='")   (define-fun x_4 () String     "<input type='submit' name='cast_vote' value='!0!\<SCRIPT!1!' class='button'></center>\n") ) 
unsat ,(error "line 22 column 10: model is not available") 
sat ,(   (define-fun sigmaStar_0 () String     "!0!\<SCRIPT!1!")   (define-fun x_2 () String     "!0!\<SCRIPT!1!</center>\n")   (define-fun literal_1 () String     "</center>\n") ) 
sat ,(   (define-fun sigmaStar_0 () String     "!0!\<SCRIPT!1!")   (define-fun literal_13 () String     "\n")   (define-fun sigmaStar_2 () String     "")   (define-fun x_8 () String     "SELECT * FROM polls ORDER BY poll_started DESC LIMIT 1")   (define-fun x_12 () String     "<br>\n!0!\<SCRIPT!1!shortdate")   (define-fun x_11 () String     "<br>\n!0!\<SCRIPT!1!")   (define-fun literal_10 () String     "<br>\n")   (define-fun x_6 () String     "SELECT * FROM ")   (define-fun literal_5 () String     "SELECT * FROM ")   (define-fun literal_7 () String     "polls ORDER BY poll_started DESC LIMIT 1")   (define-fun literal_9 () String     "shortdate")   (define-fun x_14 () String     "<br>\n!0!\<SCRIPT!1!shortdate\n")   (define-fun sigmaStar_1 () String     "")   (define-fun sigmaStar_3 () String     "")   (define-fun sigmaStar_4 () String     "") ) 
sat ,(   (define-fun sigmaStar_0 () String     "!0!\<SCRIPT!1!")   (define-fun x_8 () String     "<br><br><img src='images/bullet.gif' alt=''>\u{d}\u{a}<a href='member_poll_panel/polls_archive.php' class='side'>!0!\<SCRIPT!1!</a> <img src='")   (define-fun literal_5 () String     "<br><br><img src='images/bullet.gif' alt=''>\u{d}\u{a}<a href='member_poll_panel/polls_archive.php' class='side'>")   (define-fun literal_7 () String     "</a> <img src='")   (define-fun literal_9 () String     "images/bulletb.gif' alt=''>\n")   (define-fun x_6 () String     "<br><br><img src='images/bullet.gif' alt=''>\u{d}\u{a}<a href='member_poll_panel/polls_archive.php' class='side'>!0!\<SCRIPT!1!")   (define-fun x_10 () String     "<br><br><img src='images/bullet.gif' alt=''>\u{d}\u{a}<a href='member_poll_panel/polls_archive.php' class='side'>!0!\<SCRIPT!1!</a> <img src='images/bulletb.gif' alt=''>\n") ) 
unsat ,(error "line 22 column 10: model is not available") 
sat ,(   (define-fun sigmaStar_1 () String     "")   (define-fun sigmaStar_0 () String     "\<SCRIPT")   (define-fun x_8 () String     "<table cellspacing='1' cellpadding='0' width='100%' class='tbl-border'>\u{d}\u{a}<tr>\u{d}\u{a}<td class='tbl2'><b></b></td>\u{d}\u{a}<td class='tbl2'><b>\<SCRIPT</b></td>\u{d}\u{a}<td align='center' class='tbl2' width='100'><b>Author</b></td>\u{d}\u{a}<td align='center' class='tbl2' width='120'><b>Date</b></td>\n")   (define-fun literal_7 () String     "</b></td>\u{d}\u{a}<td align='center' class='tbl2' width='100'><b>Author</b></td>\u{d}\u{a}<td align='center' class='tbl2' width='120'><b>Date</b></td>\n")   (define-fun x_6 () String     "<table cellspacing='1' cellpadding='0' width='100%' class='tbl-border'>\u{d}\u{a}<tr>\u{d}\u{a}<td class='tbl2'><b></b></td>\u{d}\u{a}<td class='tbl2'><b>\<SCRIPT")   (define-fun x_5 () String     "<table cellspacing='1' cellpadding='0' width='100%' class='tbl-border'>\u{d}\u{a}<tr>\u{d}\u{a}<td class='tbl2'><b></b></td>\u{d}\u{a}<td class='tbl2'><b>")   (define-fun literal_2 () String     "<table cellspacing='1' cellpadding='0' width='100%' class='tbl-border'>\u{d}\u{a}<tr>\u{d}\u{a}<td class='tbl2'><b>")   (define-fun literal_4 () String     "</b></td>\u{d}\u{a}<td class='tbl2'><b>")   (define-fun x_3 () String     "<table cellspacing='1' cellpadding='0' width='100%' class='tbl-border'>\u{d}\u{a}<tr>\u{d}\u{a}<td class='tbl2'><b>") ) 
sat ,(   (define-fun sigmaStar_2 () String     "!0!\<SCRIPT!1!")   (define-fun literal_3 () String     "<tr>\n<td align='center' colspan='4' class='tbl1'>")   (define-fun x_4 () String     "<tr>\n<td align='center' colspan='4' class='tbl1'>!0!\<SCRIPT!1!")   (define-fun x_6 () String     "<tr>\n<td align='center' colspan='4' class='tbl1'>!0!\<SCRIPT!1!</td>\n</tr>\n</table>\n")   (define-fun literal_5 () String     "</td>\n</tr>\n</table>\n")   (define-fun sigmaStar_0 () String     "") ) 
