,mas,,,cvc5,,,ostrich,,,z3
filename,real,user,sys,real,user,sys,real,user,sys,real,user,sys
slog_stranger_1954_sink,0.871,0.969,0.507,0.357,0.076,0.202,1.183,1.168,0.562,0.309,0.064,0.187,
slog_stranger_1957_sink,0.874,0.958,0.510,0.423,0.074,0.211,1.116,1.141,0.514,0.318,0.076,0.167,
slog_stranger_1958_sink,0.885,0.948,0.530,0.365,0.063,0.218,1.184,1.166,0.550,0.312,0.075,0.177,
slog_stranger_1960_sink,0.892,1.008,0.492,0.365,0.071,0.218,1.292,1.445,0.588,0.317,0.086,0.168,
slog_stranger_1963_sink,0.890,1.003,0.509,0.444,0.070,0.207,1.360,1.652,0.614,0.343,0.087,0.170,
slog_stranger_1966_sink,0.869,0.968,0.510,0.373,0.071,0.217,1.199,1.156,0.563,0.334,0.071,0.180,
slog_stranger_1968_sink,0.887,0.991,0.508,0.318,0.075,0.202,1.139,1.204,0.539,0.327,0.072,0.186,
slog_stranger_1973_sink,0.863,0.964,0.497,0.341,0.073,0.219,1.151,1.132,0.545,0.349,0.079,0.178,
slog_stranger_1976_sink,,,,0.310,0.053,0.216,1.789,2.866,0.744,0.312,0.079,0.172,
slog_stranger_1977_sink,0.870,0.992,0.497,0.355,0.061,0.216,1.810,3.824,0.828,0.334,0.076,0.183,
slog_stranger_1978_sink,0.877,1.011,0.496,0.330,0.064,0.207,1.710,2.847,0.762,0.351,0.082,0.173,
slog_stranger_1979_sink,0.861,0.948,0.498,0.331,0.068,0.220,1.126,1.097,0.551,0.331,0.078,0.176,
slog_stranger_197_sink,1.363,2.058,0.644,0.345,0.053,0.214,1.772,2.057,0.646,0.300,0.075,0.185,
slog_stranger_1984_sink,1.282,1.584,0.629,0.337,0.078,0.209,1.254,1.387,0.565,0.346,0.084,0.175,
slog_stranger_1987_sink,1.304,1.580,0.647,0.325,0.061,0.221,1.165,1.117,0.588,0.357,0.071,0.179,
slog_stranger_1989_sink,1.284,1.589,0.638,0.466,0.071,0.223,1.200,1.156,0.491,0.326,0.067,0.196,
slog_stranger_1990_sink,1.282,1.704,0.625,0.297,0.055,0.204,1.263,1.308,0.556,0.315,0.072,0.181,
slog_stranger_1991_sink,1.288,1.600,0.620,0.341,0.073,0.217,1.178,1.139,0.569,0.288,0.071,0.180,
slog_stranger_1994_sink,0.899,0.986,0.513,0.313,0.067,0.214,1.371,1.565,0.629,0.317,0.075,0.177,
slog_stranger_1995_sink,0.867,0.987,0.505,0.337,0.076,0.215,1.140,1.120,0.539,0.416,0.074,0.178,
slog_stranger_1996_sink,0.872,1.011,0.486,0.373,0.062,0.204,1.717,2.967,0.730,0.333,0.070,0.181,
slog_stranger_1997_sink,0.871,0.982,0.525,0.336,0.073,0.220,1.247,1.283,0.592,0.334,0.079,0.176,
slog_stranger_1998_sink,0.861,0.986,0.501,0.374,0.069,0.216,1.301,1.387,0.575,0.454,0.072,0.187,
slog_stranger_1999_sink,0.867,0.995,0.480,0.321,0.072,0.217,1.166,1.158,0.565,0.398,0.081,0.179,
slog_stranger_2000_sink,0.865,0.991,0.483,0.325,0.072,0.210,1.166,1.144,0.541,0.344,0.069,0.179,
slog_stranger_2004_sink,1.290,1.549,0.658,0.348,0.070,0.220,1.162,1.153,0.524,0.383,0.078,0.170,
slog_stranger_2005_sink,1.290,1.710,0.628,0.329,0.075,0.208,1.182,1.126,0.584,0.381,0.075,0.173,
slog_stranger_2007_sink,0.863,1.000,0.474,0.334,0.070,0.220,1.287,1.389,0.569,0.360,0.078,0.177,
slog_stranger_2008_sink,0.880,0.975,0.500,0.331,0.069,0.216,1.178,1.154,0.549,0.341,0.069,0.181,
slog_stranger_2009_sink,0.887,0.956,0.498,0.338,0.071,0.223,1.161,1.093,0.551,0.307,0.066,0.187,
slog_stranger_2011_sink,0.853,0.964,0.473,0.324,0.078,0.202,1.182,1.121,0.574,0.361,0.071,0.180,
slog_stranger_2012_sink,0.883,0.975,0.513,0.312,0.075,0.207,1.273,1.105,0.540,0.324,0.067,0.181,
slog_stranger_2013_sink,0.878,0.959,0.508,0.325,0.073,0.212,1.183,1.156,0.575,0.374,0.082,0.172,
slog_stranger_2014_sink,0.853,0.973,0.495,0.361,0.085,0.199,1.280,1.447,0.568,0.363,0.068,0.190,
slog_stranger_2015_sink,0.868,0.957,0.511,0.584,0.073,0.209,1.206,1.158,0.583,0.330,0.072,0.183,
slog_stranger_2016_sink,0.863,0.971,0.496,0.332,0.071,0.218,1.146,1.158,0.527,0.334,0.070,0.179,
slog_stranger_2018_sink,0.845,0.969,0.504,0.327,0.060,0.210,1.709,2.901,0.783,0.380,0.091,0.174,
slog_stranger_2020_sink,1.311,1.751,0.633,0.462,0.083,0.210,1.251,1.332,0.566,0.435,0.081,0.174,
slog_stranger_2023_sink,0.865,0.963,0.510,0.359,0.069,0.218,1.168,1.170,0.571,0.308,0.072,0.178,
slog_stranger_2026_sink,0.837,0.951,0.463,0.347,0.071,0.218,1.163,1.129,0.524,0.342,0.079,0.174,
slog_stranger_2028_sink,0.871,0.957,0.501,0.325,0.076,0.205,1.162,1.117,0.540,0.329,0.073,0.183,
slog_stranger_202_sink,1.446,1.701,0.669,0.333,0.066,0.222,1.169,1.131,0.558,0.334,0.069,0.176,
slog_stranger_2030_sink,0.850,0.938,0.479,0.346,0.076,0.206,1.180,1.162,0.546,0.477,0.068,0.181,
slog_stranger_2032_sink,0.865,0.956,0.511,0.329,0.072,0.219,1.151,1.124,0.545,0.335,0.077,0.170,
slog_stranger_2035_sink,0.852,0.931,0.495,0.321,0.079,0.206,1.168,1.162,0.519,0.306,0.083,0.170,
slog_stranger_2038_sink,0.873,0.956,0.519,0.311,0.076,0.200,1.169,1.147,0.559,0.307,0.074,0.174,
slog_stranger_2039_sink,0.859,0.964,0.510,0.315,0.073,0.203,1.207,1.147,0.550,0.311,0.081,0.168,
slog_stranger_2040_sink,0.840,0.928,0.495,0.341,0.066,0.224,1.127,1.097,0.551,0.305,0.076,0.175,
slog_stranger_2041_sink,0.860,0.937,0.523,0.330,0.071,0.215,1.126,1.154,0.505,0.322,0.077,0.179,
slog_stranger_2042_sink,0.864,1.002,0.460,0.323,0.067,0.214,1.122,1.141,0.523,0.307,0.067,0.183,
slog_stranger_2044_sink,0.839,0.915,0.509,0.333,0.077,0.210,1.117,1.114,0.526,0.332,0.066,0.191,
slog_stranger_2047_sink,0.874,0.956,0.519,0.326,0.076,0.199,1.146,1.114,0.544,0.319,0.077,0.178,
slog_stranger_204_sink,0.875,0.963,0.512,0.321,0.070,0.209,1.145,1.117,0.537,0.303,0.081,0.168,
slog_stranger_2050_sink,0.862,0.994,0.521,0.312,0.054,0.212,1.663,2.833,0.715,0.322,0.078,0.178,
slog_stranger_2052_sink,0.863,0.973,0.497,0.320,0.065,0.214,1.130,1.130,0.540,0.391,0.071,0.179,
slog_stranger_2053_sink,0.864,0.950,0.528,0.338,0.071,0.214,1.142,1.132,0.548,0.352,0.074,0.174,
slog_stranger_2055_sink,0.840,0.930,0.486,0.327,0.071,0.213,1.140,1.137,0.535,0.350,0.075,0.172,
slog_stranger_2063_sink,0.862,0.979,0.495,0.328,0.076,0.218,1.116,1.134,0.538,0.317,0.076,0.173,
slog_stranger_2066_sink,1.290,1.695,0.626,0.321,0.074,0.208,1.144,1.139,0.543,0.304,0.062,0.186,
slog_stranger_2067_sink,0.855,1.017,0.471,0.315,0.050,0.228,1.230,1.250,0.548,0.321,0.070,0.183,
slog_stranger_2068_sink,0.886,0.986,0.490,0.313,0.065,0.214,1.198,1.143,0.539,0.321,0.079,0.172,
slog_stranger_2069_sink,0.891,1.022,0.517,0.393,0.075,0.218,1.411,1.410,0.554,0.406,0.081,0.170,
slog_stranger_206_sink,0.866,0.986,0.490,0.318,0.072,0.215,1.149,1.123,0.547,0.322,0.083,0.168,
slog_stranger_2070_sink,0.836,0.939,0.489,0.338,0.074,0.212,1.152,1.164,0.547,0.312,0.068,0.186,
slog_stranger_2071_sink,0.870,0.970,0.496,0.332,0.080,0.206,1.120,1.127,0.533,0.316,0.076,0.171,
slog_stranger_2072_sink,0.875,0.968,0.511,0.333,0.067,0.225,1.155,1.185,0.527,0.353,0.073,0.176,
slog_stranger_2073_sink,0.866,0.958,0.517,0.328,0.066,0.219,1.134,1.129,0.546,0.484,0.076,0.177,
slog_stranger_2075_sink,1.201,1.525,0.714,0.351,0.064,0.226,1.126,1.107,0.542,0.347,0.071,0.179,
slog_stranger_2076_sink,1.288,1.600,0.609,0.321,0.077,0.209,1.140,1.104,0.544,0.364,0.071,0.175,
slog_stranger_2077_sink,1.291,1.678,0.622,0.320,0.070,0.217,1.186,1.140,0.529,0.336,0.080,0.182,
slog_stranger_2078_sink,1.280,1.589,0.617,0.312,0.075,0.206,1.110,1.122,0.507,0.332,0.065,0.184,
slog_stranger_207_sink,0.848,0.913,0.508,0.403,0.071,0.217,1.227,1.093,0.543,0.318,0.076,0.174,
slog_stranger_2087_sink,0.914,1.297,0.541,0.333,0.076,0.213,2.571,7.110,1.212,0.435,0.092,0.181,
slog_stranger_2089_sink,0.857,0.953,0.511,0.321,0.075,0.205,1.126,1.103,0.552,0.371,0.076,0.172,
slog_stranger_2090_sink,0.857,0.944,0.509,0.307,0.075,0.202,1.166,1.142,0.552,0.325,0.081,0.177,
slog_stranger_2092_sink,0.952,1.576,0.585,0.340,0.084,0.213,2.924,9.929,1.733,,,,
slog_stranger_2093_sink,0.876,0.967,0.491,0.331,0.071,0.202,1.229,1.099,0.529,0.321,0.068,0.183,
slog_stranger_2096_sink,0.853,0.961,0.514,0.323,0.079,0.216,1.180,1.139,0.568,0.319,0.073,0.174,
slog_stranger_2097_sink,0.878,0.948,0.537,0.323,0.064,0.218,1.147,1.146,0.520,0.349,0.075,0.172,
slog_stranger_2099_sink,0.877,1.094,0.489,0.317,0.078,0.196,1.441,1.987,0.663,0.366,0.087,0.175,
slog_stranger_2100_sink,0.885,0.957,0.530,0.344,0.075,0.215,1.139,1.172,0.522,0.351,0.069,0.178,
slog_stranger_2103_sink,0.867,0.975,0.506,0.372,0.073,0.214,1.152,1.130,0.534,0.327,0.079,0.167,
slog_stranger_2105_sink,0.866,0.955,0.514,0.341,0.076,0.212,1.185,1.142,0.508,0.332,0.077,0.170,
slog_stranger_2106_sink,0.877,1.071,0.490,0.430,0.074,0.220,1.471,2.004,0.692,0.323,0.076,0.183,
slog_stranger_2107_sink,0.894,1.010,0.496,0.327,0.070,0.217,1.345,1.582,0.638,0.339,0.077,0.178,
slog_stranger_2108_sink,0.878,0.990,0.508,0.334,0.069,0.221,1.414,1.603,0.607,0.309,0.072,0.181,
slog_stranger_2109_sink,0.863,0.959,0.501,0.316,0.082,0.198,1.269,1.108,0.548,0.330,0.078,0.171,
slog_stranger_210_sink,1.191,1.681,0.670,0.351,0.077,0.208,1.339,1.128,0.579,0.395,0.070,0.188,
slog_stranger_2111_sink,0.858,0.953,0.500,0.312,0.076,0.206,1.180,1.163,0.544,0.310,0.073,0.178,
slog_stranger_2112_sink,0.918,1.061,0.517,0.350,0.080,0.214,1.412,2.024,0.617,0.383,0.075,0.185,
slog_stranger_2113_sink,0.861,0.961,0.505,0.317,0.075,0.207,1.116,1.123,0.531,0.386,0.082,0.173,
slog_stranger_2115_sink,0.866,0.981,0.483,0.338,0.085,0.209,1.169,1.132,0.584,0.398,0.079,0.178,
slog_stranger_2117_sink,0.867,1.004,0.488,0.352,0.075,0.204,1.350,1.621,0.644,0.382,0.085,0.184,
slog_stranger_2119_sink,0.859,0.970,0.484,0.348,0.071,0.213,1.140,1.108,0.547,0.289,0.079,0.177,
slog_stranger_2120_sink,0.870,0.966,0.499,0.315,0.086,0.191,1.131,1.121,0.535,0.327,0.068,0.183,
slog_stranger_2121_sink,0.854,0.984,0.485,0.397,0.073,0.204,1.174,1.149,0.579,0.333,0.072,0.175,
slog_stranger_2122_sink,0.844,0.963,0.470,0.337,0.073,0.214,1.169,1.133,0.559,0.338,0.072,0.181,
slog_stranger_2123_sink,0.866,0.952,0.508,0.325,0.080,0.203,1.141,1.148,0.527,0.280,0.081,0.168,
slog_stranger_2124_sink,0.884,1.013,0.487,0.353,0.069,0.219,1.385,1.973,0.615,0.305,0.083,0.169,
slog_stranger_2126_sink,0.894,1.000,0.481,0.352,0.082,0.211,1.385,1.601,0.630,0.351,0.087,0.168,
slog_stranger_2127_sink,0.888,1.017,0.498,0.327,0.077,0.198,1.348,1.651,0.620,0.447,0.082,0.171,
slog_stranger_2128_sink,0.839,0.940,0.502,0.334,0.063,0.226,1.132,1.126,0.532,0.357,0.082,0.177,
slog_stranger_2129_sink,0.854,0.943,0.516,0.310,0.065,0.213,1.162,1.088,0.552,0.402,0.070,0.178,
slog_stranger_212_sink,1.317,1.717,0.622,0.324,0.079,0.209,1.165,1.144,0.558,0.377,0.078,0.168,
slog_stranger_2133_sink,1.012,1.788,0.649,0.367,0.095,0.203,385.176,5440.340,327.362,0.410,0.146,0.197,
slog_stranger_2135_sink,0.955,1.766,0.594,0.374,0.086,0.224,426.478,6011.580,451.422,0.383,0.160,0.183,
slog_stranger_2149_sink,0.874,0.969,0.517,0.311,0.061,0.207,1.887,4.405,0.910,0.291,0.074,0.179,
slog_stranger_2152_sink,0.891,1.010,0.486,0.352,0.065,0.213,1.282,1.320,0.588,0.375,0.067,0.190,
slog_stranger_2154_sink,0.869,0.973,0.484,0.318,0.070,0.207,1.119,1.088,0.523,0.295,0.075,0.176,
slog_stranger_2156_sink,0.865,0.963,0.512,0.317,0.072,0.213,1.165,1.132,0.567,0.488,0.077,0.172,
slog_stranger_2157_sink,0.873,0.953,0.512,0.575,0.066,0.218,1.128,1.146,0.517,0.561,0.065,0.189,
slog_stranger_2158_sink,0.894,1.260,0.528,0.390,0.071,0.214,2.132,5.551,1.075,0.378,0.075,0.194,
slog_stranger_2160_sink,0.878,0.975,0.517,0.333,0.061,0.211,1.708,3.043,0.729,0.404,0.073,0.183,
slog_stranger_2162_sink,0.862,0.974,0.498,0.339,0.078,0.211,1.216,1.182,0.569,0.315,0.077,0.172,
slog_stranger_2165_sink,0.894,0.935,0.533,0.457,0.068,0.214,1.214,1.079,0.554,0.342,0.074,0.176,
slog_stranger_2166_sink,0.864,0.979,0.493,0.320,0.059,0.219,1.301,1.353,0.591,0.348,0.080,0.165,
slog_stranger_2167_sink,0.829,0.946,0.483,0.323,0.078,0.197,1.138,1.107,0.519,0.343,0.083,0.173,
slog_stranger_2168_sink,0.886,0.987,0.518,0.331,0.070,0.214,1.317,1.443,0.604,0.331,0.076,0.177,
slog_stranger_2169_sink,0.904,1.010,0.494,0.326,0.069,0.199,1.913,4.515,0.861,0.321,0.083,0.188,
slog_stranger_2171_sink,1.305,1.703,0.624,0.369,0.071,0.220,1.172,1.139,0.549,0.339,0.080,0.172,
slog_stranger_2172_sink,1.284,1.642,0.676,0.312,0.073,0.202,1.111,1.131,0.510,0.337,0.071,0.178,
slog_stranger_2173_sink,1.204,1.633,0.779,0.325,0.064,0.225,1.161,1.129,0.556,0.322,0.070,0.189,
slog_stranger_2174_sink,0.878,1.017,0.510,0.300,0.064,0.197,2.238,6.490,1.009,0.332,0.081,0.179,
slog_stranger_2177_sink,1.288,1.602,0.623,0.333,0.076,0.212,1.174,1.127,0.583,0.333,0.076,0.174,
slog_stranger_2178_sink,1.289,1.660,0.656,0.310,0.077,0.204,1.200,1.161,0.584,0.323,0.071,0.179,
slog_stranger_2181_sink,0.839,0.949,0.467,0.331,0.068,0.220,1.168,1.148,0.541,0.313,0.079,0.170,
slog_stranger_2183_sink,0.864,0.964,0.497,0.351,0.070,0.216,1.212,1.127,0.557,0.321,0.082,0.174,
slog_stranger_2184_sink,,,,0.324,0.065,0.214,1.539,2.151,0.632,0.306,0.071,0.180,
slog_stranger_2185_sink,0.875,1.014,0.491,0.301,0.056,0.213,1.911,4.389,0.866,0.522,0.080,0.173,
slog_stranger_2186_sink,0.888,0.951,0.518,0.315,0.064,0.216,1.180,1.172,0.566,0.321,0.076,0.173,
slog_stranger_2187_sink,0.862,0.945,0.510,0.324,0.071,0.208,1.178,1.177,0.554,0.310,0.074,0.184,
slog_stranger_2188_sink,0.845,0.947,0.473,0.318,0.080,0.207,1.128,1.146,0.527,0.328,0.080,0.169,
slog_stranger_2189_sink,0.865,0.958,0.493,0.330,0.072,0.213,1.183,1.189,0.548,0.375,0.078,0.171,
slog_stranger_2190_sink,0.864,0.947,0.517,0.335,0.076,0.214,1.173,1.119,0.582,0.373,0.075,0.172,
slog_stranger_2191_sink,0.856,0.973,0.474,0.391,0.068,0.216,1.148,1.141,0.535,0.331,0.076,0.181,
slog_stranger_2192_sink,0.863,0.971,0.487,0.579,0.071,0.214,1.176,1.169,0.560,0.317,0.077,0.176,
slog_stranger_2194_sink,0.856,0.992,0.499,0.308,0.049,0.229,1.901,3.725,0.844,0.336,0.070,0.186,
slog_stranger_2195_sink,0.874,0.953,0.503,0.321,0.061,0.229,1.122,1.106,0.531,0.325,0.069,0.179,
slog_stranger_2204_sink,0.886,1.093,0.530,0.531,0.072,0.210,1.209,1.205,0.561,0.324,0.075,0.176,
slog_stranger_2205_sink,0.870,0.978,0.501,0.351,0.069,0.220,1.169,1.142,0.531,0.293,0.074,0.173,
slog_stranger_2207_sink,0.875,0.960,0.509,0.335,0.069,0.211,1.197,1.186,0.561,0.304,0.078,0.180,
slog_stranger_2208_sink,0.832,0.960,0.472,0.323,0.069,0.218,1.242,1.198,0.538,0.321,0.083,0.176,
slog_stranger_2209_sink,0.879,0.959,0.515,0.331,0.071,0.216,1.431,1.137,0.517,0.370,0.076,0.176,
slog_stranger_2210_sink,0.861,0.985,0.481,0.323,0.072,0.218,1.207,1.140,0.584,0.308,0.063,0.184,
slog_stranger_2211_sink,0.849,0.940,0.455,0.323,0.076,0.211,1.173,1.154,0.592,0.304,0.074,0.176,
slog_stranger_2212_sink,0.867,0.972,0.494,0.334,0.070,0.220,1.156,1.146,0.544,0.345,0.087,0.168,
slog_stranger_2213_sink,0.858,0.981,0.516,0.321,0.066,0.211,1.216,1.204,0.580,0.590,0.085,0.174,
slog_stranger_2214_sink,0.864,0.948,0.527,0.551,0.066,0.223,1.184,1.170,0.530,0.359,0.078,0.170,
slog_stranger_2215_sink,0.840,0.964,0.470,0.354,0.077,0.207,1.165,1.125,0.533,0.325,0.072,0.176,
slog_stranger_2216_sink,0.857,0.948,0.511,0.330,0.072,0.210,1.336,1.114,0.588,0.349,0.074,0.182,
slog_stranger_2217_sink,0.868,0.953,0.516,0.319,0.079,0.198,1.440,1.153,0.550,0.320,0.074,0.180,
slog_stranger_2218_sink,0.864,0.952,0.522,0.379,0.068,0.223,1.144,1.094,0.541,0.309,0.075,0.177,
slog_stranger_2219_sink,0.887,0.972,0.498,0.322,0.072,0.205,1.187,1.131,0.574,0.341,0.072,0.183,
slog_stranger_2220_sink,0.828,0.934,0.486,0.326,0.076,0.217,1.140,1.123,0.553,0.292,0.076,0.177,
slog_stranger_2221_sink,0.837,0.938,0.485,0.509,0.074,0.213,1.199,1.162,0.568,0.478,0.079,0.166,
slog_stranger_2222_sink,0.857,0.941,0.514,0.329,0.077,0.213,1.147,1.111,0.541,0.295,0.072,0.177,
slog_stranger_2224_sink,0.878,0.970,0.510,0.334,0.068,0.222,1.201,1.144,0.568,0.307,0.077,0.180,
slog_stranger_2225_sink,0.850,0.973,0.489,0.329,0.073,0.216,1.186,1.174,0.566,0.310,0.076,0.171,
slog_stranger_2226_sink,0.854,0.955,0.516,0.347,0.066,0.217,1.190,1.140,0.553,0.423,0.070,0.179,
slog_stranger_2227_sink,0.875,0.967,0.493,0.325,0.067,0.215,1.120,1.115,0.535,0.304,0.071,0.179,
slog_stranger_2228_sink,0.847,0.966,0.465,0.360,0.079,0.203,1.327,1.090,0.579,0.328,0.087,0.166,
slog_stranger_2229_sink,0.826,0.946,0.469,0.347,0.061,0.228,1.139,1.112,0.562,0.309,0.077,0.181,
slog_stranger_222_sink,1.283,1.569,0.633,0.323,0.077,0.208,1.202,1.155,0.553,0.350,0.078,0.169,
slog_stranger_2230_sink,0.858,0.966,0.489,0.326,0.071,0.217,1.371,1.090,0.576,0.449,0.080,0.170,
slog_stranger_2231_sink,0.855,0.952,0.512,0.308,0.071,0.207,1.276,1.157,0.589,0.375,0.070,0.185,
slog_stranger_2232_sink,0.872,0.975,0.511,0.318,0.071,0.210,1.214,1.177,0.569,0.305,0.082,0.168,
slog_stranger_2233_sink,0.820,0.959,0.459,0.334,0.068,0.208,1.450,1.167,0.567,0.298,0.071,0.180,
slog_stranger_2234_sink,0.860,0.961,0.489,0.327,0.073,0.213,1.419,1.128,0.540,0.294,0.069,0.178,
slog_stranger_2235_sink,0.876,0.970,0.514,0.348,0.076,0.211,1.185,1.158,0.576,0.357,0.089,0.172,
slog_stranger_2237_sink,0.871,0.963,0.511,0.333,0.071,0.215,1.179,1.164,0.577,0.300,0.075,0.184,
slog_stranger_2244_sink,0.850,0.959,0.499,0.314,0.066,0.218,1.286,1.161,0.564,0.320,0.067,0.185,
slog_stranger_2246_sink,0.857,0.950,0.520,0.331,0.066,0.218,1.107,1.134,0.523,0.312,0.078,0.170,
slog_stranger_2247_sink,0.841,0.942,0.479,0.321,0.071,0.203,1.177,1.164,0.567,0.300,0.080,0.174,
slog_stranger_2248_sink,0.856,0.955,0.483,0.332,0.076,0.216,1.175,1.174,0.567,0.306,0.076,0.179,
slog_stranger_2249_sink,0.876,1.017,0.496,0.310,0.062,0.205,1.987,3.996,0.882,0.328,0.080,0.173,
slog_stranger_2250_sink,0.876,1.004,0.512,0.335,0.083,0.208,1.275,1.401,0.562,0.320,0.080,0.174,
slog_stranger_2251_sink,0.876,1.031,0.548,0.387,0.073,0.211,1.165,1.145,0.542,0.351,0.081,0.171,
slog_stranger_2253_sink,0.875,0.951,0.508,0.371,0.080,0.214,1.186,1.154,0.565,0.291,0.076,0.176,
slog_stranger_2254_sink,0.850,0.993,0.494,0.335,0.057,0.216,1.863,4.169,0.796,0.298,0.082,0.169,
slog_stranger_2255_sink,0.849,0.994,0.479,0.303,0.068,0.203,1.974,4.289,0.891,0.308,0.076,0.176,
slog_stranger_2256_sink,0.866,0.978,0.484,0.324,0.075,0.208,1.124,1.130,0.541,0.314,0.082,0.172,
slog_stranger_2263_sink,1.283,1.572,0.622,0.341,0.077,0.213,1.386,1.136,0.568,0.349,0.079,0.170,
slog_stranger_2270_sink,0.880,0.983,0.507,0.326,0.074,0.208,1.214,1.226,0.585,0.301,0.066,0.185,
slog_stranger_2271_sink,0.862,0.980,0.501,0.327,0.075,0.207,1.186,1.229,0.562,0.315,0.071,0.187,
slog_stranger_2272_sink,0.895,0.956,0.475,0.391,0.067,0.217,1.244,1.388,0.535,0.344,0.098,0.175,
slog_stranger_227_sink,1.199,1.536,0.737,0.327,0.072,0.216,1.167,1.153,0.549,0.347,0.067,0.182,
slog_stranger_2280_sink,0.856,0.991,0.502,0.297,0.054,0.209,1.735,3.017,0.763,0.406,0.073,0.179,
slog_stranger_2281_sink,0.869,0.924,0.534,0.314,0.070,0.212,1.160,1.145,0.571,0.346,0.081,0.170,
slog_stranger_2282_sink,0.911,1.260,0.557,0.347,0.065,0.212,1.833,3.922,0.791,0.296,0.083,0.175,
slog_stranger_2283_sink,0.880,0.962,0.523,0.322,0.080,0.207,1.344,1.191,0.555,0.343,0.077,0.172,
slog_stranger_2284_sink,0.875,0.969,0.506,0.316,0.068,0.206,1.179,1.093,0.598,0.325,0.079,0.170,
slog_stranger_2287_sink,0.862,0.971,0.513,0.326,0.073,0.211,1.322,1.456,0.578,0.345,0.072,0.185,
slog_stranger_2290_sink,1.039,1.008,0.501,0.293,0.050,0.210,1.944,4.269,0.840,0.375,0.070,0.184,
slog_stranger_2291_sink,0.882,1.002,0.525,0.367,0.061,0.211,1.882,4.315,0.844,0.332,0.078,0.178,
slog_stranger_229_sink,1.196,1.534,0.718,0.320,0.082,0.194,1.169,1.149,0.568,0.353,0.067,0.185,
slog_stranger_2305_sink,1.284,1.558,0.640,0.320,0.081,0.207,1.329,1.120,0.573,0.281,0.075,0.174,
slog_stranger_2306_sink,1.296,1.690,0.675,0.327,0.075,0.212,1.130,1.093,0.576,0.305,0.080,0.170,
slog_stranger_2307_sink,1.284,1.582,0.619,0.373,0.068,0.221,1.116,1.097,0.530,0.577,0.073,0.189,
slog_stranger_230_sink,1.218,1.679,0.699,0.375,0.069,0.212,1.126,1.124,0.521,0.288,0.078,0.169,
slog_stranger_2310_sink,0.887,0.969,0.498,0.328,0.071,0.220,1.164,1.127,0.591,0.312,0.070,0.174,
slog_stranger_231_sink,1.323,1.663,0.684,0.310,0.078,0.201,1.173,1.150,0.557,0.461,0.078,0.178,
slog_stranger_2321_sink,0.864,0.945,0.509,0.325,0.073,0.213,1.122,1.129,0.532,0.299,0.073,0.178,
slog_stranger_2322_sink,0.937,0.975,0.508,0.335,0.073,0.205,1.227,1.145,0.575,0.315,0.072,0.176,
slog_stranger_2323_sink,0.863,0.990,0.488,0.323,0.081,0.208,1.188,1.159,0.587,0.314,0.073,0.183,
slog_stranger_2327_sink,1.294,1.706,0.632,0.316,0.075,0.203,1.189,1.141,0.566,0.735,0.075,0.180,
slog_stranger_2328_sink,1.196,1.579,0.744,0.334,0.073,0.214,1.185,1.141,0.516,0.449,0.073,0.185,
slog_stranger_232_sink,1.187,1.527,0.712,0.319,0.074,0.208,1.174,1.164,0.588,0.285,0.073,0.177,
slog_stranger_2331_sink,1.289,1.563,0.641,0.334,0.074,0.218,1.193,1.154,0.571,0.294,0.077,0.179,
slog_stranger_2333_sink,1.290,1.608,0.614,0.367,0.076,0.211,1.176,1.130,0.583,0.287,0.069,0.180,
slog_stranger_2336_sink,1.295,1.649,0.640,0.325,0.073,0.216,1.123,1.107,0.539,0.306,0.073,0.182,
slog_stranger_2337_sink,0.899,0.966,0.491,0.320,0.068,0.217,1.245,1.127,0.570,0.321,0.077,0.184,
slog_stranger_2338_sink,0.841,0.952,0.482,0.317,0.080,0.200,1.421,1.145,0.574,0.321,0.079,0.174,
slog_stranger_2339_sink,0.840,0.933,0.483,0.318,0.073,0.209,1.174,1.132,0.596,0.311,0.070,0.180,
slog_stranger_233_sink,1.292,1.675,0.607,0.328,0.065,0.224,1.130,1.116,0.542,0.381,0.081,0.176,
slog_stranger_2340_sink,0.864,0.985,0.481,0.393,0.074,0.207,1.167,1.150,0.559,0.281,0.073,0.175,
slog_stranger_2341_sink,0.862,0.963,0.498,0.504,0.077,0.201,1.211,1.151,0.566,0.303,0.076,0.178,
slog_stranger_2342_sink,0.845,0.936,0.493,0.319,0.081,0.202,1.173,1.146,0.552,0.320,0.077,0.174,
slog_stranger_2343_sink,0.878,0.987,0.526,0.453,0.072,0.213,1.286,1.452,0.623,0.342,0.077,0.184,
slog_stranger_2344_sink,0.834,0.919,0.479,0.317,0.071,0.212,1.185,1.157,0.554,0.297,0.079,0.180,
slog_stranger_2346_sink,0.872,0.942,0.532,0.327,0.078,0.211,1.285,1.128,0.577,0.378,0.078,0.171,
slog_stranger_2347_sink,0.865,0.955,0.516,0.318,0.070,0.198,1.206,1.144,0.564,0.305,0.077,0.178,
slog_stranger_2348_sink,0.876,0.970,0.512,0.320,0.072,0.213,1.245,1.128,0.535,0.321,0.071,0.182,
slog_stranger_2349_sink,0.871,0.958,0.508,0.312,0.072,0.202,1.241,1.157,0.563,0.300,0.077,0.171,
slog_stranger_234_sink,1.195,1.671,0.694,0.392,0.066,0.222,1.341,1.116,0.589,0.317,0.071,0.186,
slog_stranger_2350_sink,0.865,0.981,0.491,0.332,0.069,0.204,1.225,1.151,0.563,0.321,0.076,0.175,
