,mas,,,cvc5,,,ostrich,,,z3
filename,real,user,sys,real,user,sys,real,user,sys,real,user,sys
instance02002,0.753,0.581,0.442,0.297,0.053,0.207,1.269,1.274,0.604,0.289,0.079,0.168,
instance02006,0.735,0.566,0.441,0.293,0.056,0.213,1.191,1.259,0.532,0.291,0.072,0.186,
instance02013,0.748,0.588,0.430,0.305,0.056,0.209,1.221,1.261,0.555,0.294,0.087,0.176,
instance02022,0.761,0.600,0.442,0.294,0.059,0.210,1.226,1.258,0.561,0.280,0.080,0.176,
instance02030,0.766,0.600,0.432,0.286,0.057,0.204,1.242,1.237,0.573,0.299,0.069,0.190,
instance02038,0.743,0.568,0.434,0.315,0.062,0.205,1.460,1.282,0.544,0.298,0.077,0.173,
instance02043,0.767,0.601,0.442,0.288,0.063,0.200,1.289,1.271,0.597,0.288,0.076,0.179,
instance02047,0.758,0.604,0.439,0.308,0.058,0.214,1.201,1.299,0.540,0.292,0.079,0.180,
instance02060,0.776,0.610,0.441,0.314,0.059,0.206,1.262,1.319,0.568,0.307,0.075,0.191,
instance02063,0.743,0.600,0.421,0.314,0.059,0.207,1.254,1.292,0.577,0.298,0.080,0.175,
instance02064,0.737,0.578,0.423,0.300,0.055,0.214,1.213,1.277,0.542,0.273,0.071,0.176,
instance02066,0.759,0.612,0.446,0.309,0.062,0.207,1.256,1.259,0.579,0.287,0.071,0.187,
instance02074,0.747,0.581,0.446,0.283,0.058,0.202,1.203,1.253,0.533,0.281,0.071,0.182,
instance02086,0.759,0.594,0.440,0.295,0.061,0.212,1.254,1.299,0.566,0.294,0.085,0.172,
instance02091,0.750,0.593,0.448,0.305,0.069,0.201,1.237,1.298,0.547,0.296,0.074,0.184,
instance02093,0.758,0.613,0.440,0.291,0.059,0.207,1.272,1.269,0.564,0.297,0.079,0.180,
instance02098,0.733,0.584,0.435,0.305,0.063,0.200,1.213,1.250,0.556,0.289,0.074,0.174,
instance02120,0.751,0.583,0.463,0.316,0.057,0.219,1.198,1.273,0.513,0.302,0.088,0.170,
instance02130,0.750,0.608,0.433,0.313,0.066,0.213,1.209,1.220,0.573,0.288,0.079,0.177,
instance02140,0.741,0.580,0.423,0.293,0.054,0.213,1.267,1.311,0.589,0.298,0.081,0.170,
instance02146,0.771,0.607,0.439,0.304,0.052,0.222,1.205,1.228,0.545,0.287,0.070,0.183,
instance02153,0.750,0.576,0.452,0.301,0.057,0.204,1.218,1.267,0.549,0.284,0.075,0.177,
instance02169,0.752,0.596,0.433,0.299,0.062,0.208,1.267,1.263,0.574,0.296,0.076,0.191,
instance02170,0.739,0.573,0.445,0.311,0.058,0.215,1.247,1.267,0.579,0.301,0.084,0.175,
instance02172,0.811,0.589,0.459,0.315,0.062,0.213,1.329,1.261,0.572,0.298,0.075,0.185,
instance02176,0.746,0.612,0.418,0.323,0.064,0.214,1.221,1.262,0.532,0.295,0.082,0.179,
instance02177,0.744,0.575,0.428,0.293,0.069,0.204,1.230,1.279,0.525,0.287,0.070,0.184,
instance02179,0.757,0.587,0.449,0.306,0.057,0.215,1.238,1.272,0.554,0.279,0.071,0.178,
instance02184,0.768,0.583,0.444,0.286,0.054,0.210,1.252,1.260,0.581,0.300,0.072,0.178,
instance02187,0.766,0.639,0.418,0.291,0.068,0.199,1.205,1.233,0.538,0.299,0.074,0.185,
instance02188,0.758,0.583,0.445,0.299,0.057,0.213,1.192,1.267,0.524,0.296,0.080,0.179,
instance02192,0.760,0.592,0.455,0.314,0.060,0.216,1.281,1.240,0.591,0.304,0.074,0.183,
instance02197,0.794,0.569,0.460,0.293,0.056,0.212,1.266,1.276,0.606,0.290,0.084,0.173,
instance02212,0.792,0.584,0.447,0.312,0.055,0.218,1.254,1.285,0.564,0.286,0.076,0.181,
instance02216,0.750,0.589,0.429,0.312,0.057,0.217,1.209,1.291,0.522,0.291,0.080,0.168,
instance02219,0.784,0.577,0.446,0.302,0.060,0.200,1.219,1.257,0.545,0.299,0.074,0.185,
instance02231,0.749,0.581,0.445,0.300,0.055,0.200,1.257,1.302,0.593,0.281,0.079,0.170,
instance02265,0.742,0.571,0.444,0.301,0.055,0.216,1.262,1.257,0.601,0.309,0.082,0.188,
instance02270,0.782,0.585,0.466,0.292,0.058,0.202,1.196,1.259,0.517,0.295,0.077,0.175,
instance02273,0.764,0.587,0.453,0.305,0.070,0.202,1.249,1.246,0.588,0.291,0.082,0.175,
instance02274,0.755,0.594,0.455,0.312,0.050,0.222,1.232,1.270,0.551,0.296,0.070,0.185,
instance02279,0.780,0.601,0.448,0.295,0.059,0.209,1.212,1.240,0.562,0.292,0.078,0.169,
instance02299,0.779,0.599,0.464,0.308,0.055,0.223,1.246,1.252,0.564,0.296,0.076,0.175,
instance02304,0.782,0.580,0.480,0.310,0.051,0.219,1.225,1.285,0.545,0.273,0.073,0.178,
instance02306,0.775,0.590,0.460,0.306,0.057,0.212,1.275,1.309,0.591,0.290,0.073,0.181,
instance02314,0.770,0.567,0.482,0.304,0.062,0.202,1.196,1.229,0.545,0.283,0.078,0.182,
instance02320,0.764,0.583,0.452,0.293,0.053,0.215,1.265,1.275,0.594,0.287,0.080,0.183,
instance02324,0.753,0.610,0.440,0.304,0.060,0.203,1.231,1.289,0.547,0.305,0.081,0.173,
instance02327,0.731,0.581,0.434,0.291,0.059,0.206,1.193,1.243,0.554,0.299,0.076,0.187,
instance02332,0.788,0.603,0.454,0.308,0.056,0.211,1.248,1.249,0.579,0.283,0.080,0.170,
instance02345,0.764,0.584,0.452,0.311,0.056,0.213,1.208,1.246,0.553,0.297,0.070,0.191,
instance02354,0.753,0.599,0.438,0.304,0.051,0.214,1.213,1.255,0.524,0.293,0.074,0.182,
instance02357,0.788,0.589,0.459,0.307,0.051,0.221,1.249,1.275,0.557,0.301,0.074,0.181,
instance02358,0.750,0.617,0.425,0.324,0.057,0.214,1.267,1.302,0.561,0.281,0.077,0.177,
instance02365,0.754,0.596,0.443,0.311,0.068,0.201,1.230,1.218,0.547,0.295,0.084,0.164,
instance02366,0.776,0.615,0.441,0.302,0.055,0.210,1.182,1.254,0.546,0.279,0.087,0.169,
instance02380,0.732,0.608,0.422,0.301,0.054,0.214,1.213,1.294,0.540,0.286,0.076,0.187,
instance02383,0.734,0.589,0.422,0.306,0.064,0.206,1.244,1.242,0.604,0.292,0.076,0.175,
instance02390,0.760,0.603,0.446,0.301,0.059,0.205,1.208,1.245,0.557,0.290,0.089,0.166,
instance02395,0.741,0.584,0.434,0.310,0.060,0.215,1.230,1.275,0.558,0.290,0.082,0.177,
instance02398,0.757,0.594,0.428,0.313,0.056,0.215,1.262,1.301,0.574,0.293,0.070,0.181,
instance02399,0.766,0.567,0.453,0.287,0.054,0.214,1.259,1.292,0.567,0.302,0.080,0.176,
instance02403,0.736,0.592,0.427,0.316,0.061,0.209,1.209,1.259,0.562,0.300,0.079,0.177,
instance02413,0.754,0.579,0.455,0.310,0.051,0.217,1.190,1.241,0.527,0.282,0.085,0.168,
instance02416,0.752,0.592,0.424,0.295,0.054,0.214,1.220,1.245,0.524,0.294,0.082,0.174,
instance02427,0.756,0.583,0.442,0.293,0.054,0.220,1.266,1.269,0.569,0.295,0.078,0.178,
instance02429,0.764,0.596,0.433,0.302,0.052,0.215,1.229,1.243,0.559,0.303,0.073,0.173,
instance02439,0.734,0.571,0.437,0.299,0.065,0.205,1.233,1.280,0.555,0.311,0.078,0.177,
instance02451,0.743,0.575,0.447,0.286,0.062,0.203,1.258,1.252,0.580,0.282,0.079,0.168,
instance02458,0.770,0.594,0.452,0.301,0.061,0.206,1.218,1.267,0.553,0.295,0.073,0.184,
instance02459,0.754,0.593,0.429,0.313,0.061,0.207,1.259,1.301,0.565,0.304,0.077,0.175,
instance02468,0.752,0.581,0.448,0.315,0.062,0.208,1.195,1.245,0.523,0.303,0.081,0.178,
instance02478,0.738,0.576,0.432,0.289,0.061,0.198,1.213,1.264,0.546,0.288,0.083,0.170,
instance02481,0.755,0.591,0.444,0.286,0.052,0.206,1.262,1.254,0.573,0.296,0.074,0.174,
instance02482,0.719,0.629,0.406,0.308,0.055,0.218,1.232,1.280,0.587,0.312,0.088,0.175,
instance02489,0.758,0.583,0.442,0.302,0.056,0.206,1.202,1.231,0.558,0.291,0.078,0.177,
instance02507,0.746,0.575,0.429,0.290,0.061,0.213,1.255,1.284,0.575,0.317,0.076,0.174,
instance02514,0.746,0.604,0.421,0.305,0.061,0.217,1.251,1.299,0.572,0.287,0.079,0.175,
instance02518,0.740,0.579,0.445,0.299,0.067,0.203,1.203,1.291,0.543,0.303,0.069,0.187,
instance02520,0.756,0.595,0.424,0.310,0.059,0.210,1.244,1.232,0.547,0.271,0.077,0.172,
instance02542,0.750,0.590,0.425,0.283,0.058,0.203,1.209,1.228,0.552,0.289,0.067,0.193,
instance02573,0.742,0.591,0.422,0.316,0.062,0.208,1.255,1.276,0.592,0.293,0.075,0.176,
instance02586,0.752,0.582,0.441,0.295,0.050,0.222,1.250,1.303,0.555,0.290,0.078,0.177,
instance02591,0.772,0.586,0.457,0.326,0.055,0.222,1.238,1.278,0.573,0.287,0.077,0.174,
instance02596,0.740,0.563,0.467,0.293,0.061,0.208,1.241,1.252,0.575,0.296,0.075,0.182,
instance02601,0.773,0.598,0.430,0.325,0.051,0.226,1.235,1.248,0.553,0.276,0.071,0.181,
instance02622,0.744,0.582,0.451,0.306,0.053,0.212,1.266,1.289,0.600,0.296,0.078,0.183,
instance02678,0.755,0.589,0.450,0.296,0.061,0.209,1.204,1.228,0.552,0.289,0.080,0.177,
instance02686,0.732,0.582,0.428,0.296,0.052,0.216,1.212,1.241,0.560,0.290,0.077,0.169,
instance02697,0.753,0.588,0.432,0.292,0.055,0.215,1.269,1.266,0.589,0.286,0.074,0.184,
instance02701,0.750,0.589,0.444,0.288,0.058,0.199,1.265,1.314,0.577,0.278,0.078,0.177,
instance02715,0.750,0.578,0.436,0.303,0.045,0.224,1.279,1.303,0.591,0.289,0.079,0.172,
instance02732,0.731,0.569,0.429,0.288,0.052,0.209,1.264,1.309,0.556,0.286,0.086,0.167,
instance02733,0.773,0.611,0.437,0.321,0.051,0.221,1.211,1.275,0.530,0.304,0.086,0.176,
instance02743,0.753,0.590,0.451,0.315,0.058,0.211,1.229,1.274,0.533,0.290,0.079,0.180,
instance02744,0.748,0.574,0.457,0.290,0.059,0.212,1.201,1.262,0.549,0.283,0.075,0.178,
instance02745,0.748,0.596,0.437,0.307,0.058,0.218,1.251,1.278,0.572,0.290,0.083,0.169,
instance02753,0.748,0.600,0.425,0.297,0.055,0.208,1.249,1.252,0.601,0.294,0.079,0.179,
instance02758,0.772,0.613,0.450,0.303,0.063,0.203,1.244,1.273,0.562,0.292,0.075,0.173,
instance02759,0.763,0.605,0.425,0.316,0.056,0.213,1.230,1.290,0.554,0.292,0.087,0.169,
instance02770,0.748,0.593,0.447,0.305,0.062,0.199,1.202,1.231,0.530,0.294,0.071,0.184,
instance02771,0.749,0.591,0.439,0.299,0.053,0.206,1.250,1.286,0.584,0.294,0.080,0.167,
instance02777,0.752,0.591,0.446,0.313,0.050,0.217,1.271,1.288,0.584,0.297,0.080,0.177,
instance02800,0.745,0.590,0.440,0.294,0.065,0.192,1.198,1.265,0.538,0.278,0.076,0.172,
instance02808,0.742,0.579,0.436,0.307,0.060,0.212,1.211,1.267,0.536,0.303,0.074,0.186,
instance02812,0.750,0.581,0.439,0.310,0.058,0.214,1.255,1.276,0.555,0.287,0.083,0.178,
instance02813,0.748,0.601,0.421,0.321,0.062,0.212,1.241,1.313,0.539,0.297,0.078,0.178,
instance02814,0.752,0.617,0.436,0.301,0.053,0.207,1.245,1.294,0.571,0.296,0.077,0.184,
instance02816,0.752,0.566,0.445,0.301,0.062,0.196,1.205,1.258,0.521,0.297,0.075,0.183,
instance02824,0.743,0.574,0.439,0.299,0.052,0.210,1.263,1.270,0.565,0.283,0.069,0.181,
instance02825,0.748,0.614,0.439,0.304,0.055,0.207,1.258,1.310,0.582,0.300,0.069,0.189,
instance02826,0.760,0.595,0.450,0.289,0.054,0.206,1.187,1.249,0.560,0.296,0.082,0.170,
instance02844,0.744,0.590,0.422,0.309,0.059,0.207,1.210,1.241,0.532,0.295,0.076,0.177,
instance02845,0.745,0.615,0.423,0.298,0.052,0.211,1.248,1.256,0.587,0.278,0.077,0.172,
instance02859,0.765,0.586,0.455,0.311,0.057,0.206,1.207,1.279,0.542,0.290,0.076,0.178,
instance02868,0.762,0.576,0.448,0.285,0.060,0.201,1.249,1.274,0.580,0.295,0.085,0.176,
instance02869,0.757,0.607,0.435,0.317,0.058,0.203,1.215,1.266,0.556,0.302,0.070,0.181,
instance02873,0.745,0.597,0.430,0.311,0.051,0.219,1.260,1.262,0.589,0.291,0.083,0.172,
instance02876,0.768,0.593,0.458,0.333,0.049,0.224,1.258,1.280,0.605,0.277,0.080,0.171,
instance02888,0.741,0.573,0.441,0.336,0.054,0.210,1.212,1.241,0.538,0.302,0.082,0.176,
instance02890,0.755,0.598,0.430,0.298,0.061,0.203,1.239,1.249,0.556,0.277,0.071,0.186,
instance02891,0.742,0.577,0.437,0.304,0.058,0.219,1.256,1.268,0.575,0.313,0.077,0.185,
instance02892,0.753,0.589,0.448,0.311,0.055,0.217,1.211,1.229,0.547,0.280,0.075,0.171,
instance02899,0.757,0.569,0.453,0.310,0.063,0.208,1.183,1.266,0.527,0.295,0.083,0.173,
instance02912,0.778,0.623,0.449,0.299,0.055,0.213,1.225,1.281,0.559,0.284,0.074,0.182,
instance02918,0.734,0.577,0.432,0.297,0.061,0.210,1.256,1.289,0.578,0.291,0.068,0.179,
instance02920,0.751,0.585,0.449,0.352,0.063,0.199,1.250,1.263,0.599,0.297,0.064,0.190,
instance02929,0.748,0.612,0.434,0.377,0.060,0.215,1.212,1.256,0.555,0.315,0.083,0.177,
instance02934,0.743,0.574,0.437,0.320,0.068,0.207,1.215,1.281,0.540,0.296,0.068,0.192,
instance02943,0.746,0.609,0.432,0.303,0.061,0.207,1.230,1.239,0.562,0.301,0.080,0.176,
instance02954,0.753,0.590,0.431,0.297,0.057,0.211,1.237,1.254,0.579,0.315,0.077,0.187,
instance02955,0.769,0.589,0.444,0.295,0.056,0.205,1.244,1.264,0.576,0.291,0.075,0.179,
instance02957,0.772,0.574,0.465,0.302,0.063,0.203,1.258,1.284,0.561,0.298,0.072,0.176,
instance02971,0.759,0.573,0.440,0.304,0.051,0.209,1.235,1.294,0.532,0.288,0.071,0.176,
instance02978,0.763,0.586,0.431,0.311,0.058,0.213,1.250,1.254,0.609,0.281,0.077,0.177,
instance02987,0.758,0.582,0.456,0.297,0.049,0.219,1.216,1.281,0.530,0.304,0.078,0.184,
instance02997,0.773,0.587,0.457,0.299,0.057,0.218,1.213,1.252,0.548,0.300,0.079,0.185,
instance03001,0.745,0.564,0.443,0.298,0.060,0.203,1.235,1.234,0.582,0.289,0.073,0.178,
instance03007,0.760,0.590,0.441,0.328,0.067,0.207,1.237,1.256,0.564,0.293,0.078,0.170,
instance03043,0.768,0.617,0.437,0.300,0.062,0.209,1.197,1.297,0.546,0.306,0.075,0.186,
instance03062,0.754,0.582,0.449,0.295,0.059,0.210,1.260,1.284,0.582,0.290,0.075,0.173,
instance03094,0.738,0.591,0.443,0.318,0.055,0.215,1.225,1.254,0.558,0.297,0.085,0.173,
instance03097,0.756,0.554,0.465,0.308,0.063,0.207,1.275,1.319,0.583,0.294,0.070,0.188,
instance03098,0.749,0.599,0.423,0.302,0.057,0.200,1.209,1.226,0.569,0.299,0.086,0.166,
instance03108,0.767,0.608,0.440,0.309,0.057,0.213,1.207,1.230,0.554,0.287,0.072,0.180,
instance03116,0.757,0.587,0.459,0.289,0.052,0.212,1.199,1.278,0.525,0.290,0.066,0.187,
instance03127,0.748,0.580,0.462,0.296,0.060,0.215,1.226,1.251,0.550,0.288,0.076,0.178,
instance03133,0.761,0.604,0.431,0.307,0.056,0.212,1.250,1.279,0.561,0.278,0.073,0.175,
instance03136,0.761,0.600,0.440,0.295,0.055,0.206,1.246,1.300,0.534,0.298,0.074,0.190,
instance03142,0.738,0.591,0.437,0.301,0.063,0.209,1.202,1.265,0.535,0.294,0.071,0.183,
instance03148,0.763,0.598,0.434,0.300,0.052,0.215,1.251,1.290,0.579,0.276,0.078,0.173,
instance03153,0.757,0.595,0.436,0.308,0.058,0.214,1.191,1.221,0.547,0.293,0.073,0.187,
instance03161,0.772,0.606,0.452,0.310,0.059,0.207,1.219,1.254,0.563,0.296,0.069,0.181,
instance03163,0.754,0.581,0.444,0.297,0.049,0.220,1.258,1.299,0.573,0.288,0.073,0.184,
instance03197,0.748,0.585,0.450,0.311,0.052,0.225,1.238,1.283,0.562,0.283,0.082,0.170,
instance03200,0.747,0.613,0.420,0.295,0.048,0.217,1.229,1.283,0.535,0.286,0.077,0.181,
instance03203,0.754,0.603,0.435,0.324,0.056,0.218,1.256,1.302,0.550,0.291,0.077,0.173,
instance03216,0.763,0.604,0.435,0.308,0.057,0.212,1.211,1.220,0.545,0.283,0.074,0.174,
instance03227,0.762,0.593,0.414,0.298,0.054,0.214,1.256,1.313,0.578,0.298,0.097,0.161,
instance03232,0.751,0.585,0.441,0.303,0.060,0.218,1.202,1.249,0.560,0.292,0.073,0.173,
instance03234,0.754,0.589,0.423,0.318,0.058,0.209,1.222,1.285,0.531,0.286,0.070,0.187,
instance03235,0.743,0.589,0.444,0.301,0.049,0.221,1.240,1.269,0.573,0.296,0.079,0.179,
instance03246,0.748,0.562,0.453,0.318,0.057,0.215,1.218,1.273,0.534,0.292,0.080,0.169,
instance03264,0.737,0.591,0.435,0.296,0.054,0.214,1.259,1.281,0.591,0.295,0.078,0.181,
instance03270,0.731,0.583,0.427,0.297,0.058,0.215,1.261,1.286,0.597,0.284,0.076,0.178,
instance03276,0.756,0.593,0.449,0.283,0.049,0.209,1.247,1.225,0.610,0.313,0.070,0.190,
instance03294,0.773,0.611,0.430,0.310,0.062,0.207,1.268,1.304,0.572,0.278,0.084,0.176,
instance03304,0.746,0.582,0.433,0.305,0.055,0.213,1.214,1.283,0.523,0.289,0.081,0.174,
instance03309,0.770,0.603,0.442,0.394,0.063,0.207,1.202,1.253,0.527,0.295,0.076,0.176,
instance03316,0.729,0.593,0.415,0.296,0.053,0.224,1.266,1.283,0.590,0.273,0.076,0.173,
instance03317,0.743,0.579,0.434,0.309,0.056,0.218,1.194,1.253,0.540,0.292,0.076,0.174,
instance03329,0.739,0.578,0.431,0.300,0.059,0.210,1.267,1.295,0.594,0.305,0.087,0.174,
instance03331,0.746,0.583,0.438,0.314,0.056,0.219,1.249,1.271,0.566,0.298,0.077,0.182,
instance03338,0.731,0.563,0.450,0.308,0.055,0.211,1.230,1.275,0.544,0.284,0.071,0.177,
instance03342,0.747,0.579,0.443,0.316,0.059,0.213,1.262,1.263,0.594,0.297,0.074,0.177,
instance03347,0.754,0.595,0.425,0.309,0.054,0.216,1.211,1.243,0.541,0.302,0.068,0.192,
instance03366,0.768,0.598,0.454,0.286,0.050,0.210,1.209,1.245,0.560,0.288,0.076,0.177,
instance03370,0.746,0.591,0.433,0.305,0.057,0.204,1.200,1.255,0.555,0.300,0.070,0.183,
instance03372,0.763,0.578,0.452,0.309,0.051,0.211,1.229,1.258,0.566,0.280,0.078,0.167,
instance03374,0.751,0.589,0.451,0.311,0.062,0.214,1.201,1.278,0.529,0.310,0.076,0.187,
instance03382,0.736,0.571,0.430,0.284,0.056,0.209,1.232,1.261,0.575,0.291,0.084,0.173,
instance03399,0.726,0.564,0.439,0.384,0.053,0.209,1.253,1.308,0.563,0.299,0.080,0.178,
instance03405,0.769,0.598,0.454,0.302,0.052,0.221,1.243,1.280,0.549,0.296,0.072,0.182,
instance03413,0.748,0.584,0.443,0.289,0.055,0.204,1.268,1.272,0.607,0.309,0.080,0.176,
instance03416,0.753,0.573,0.446,0.309,0.060,0.209,1.205,1.236,0.552,0.297,0.079,0.173,
instance03431,0.763,0.590,0.466,0.310,0.052,0.217,1.211,1.268,0.549,0.301,0.085,0.181,
instance03433,0.745,0.570,0.455,0.306,0.062,0.204,1.251,1.254,0.582,0.302,0.092,0.165,
instance03435,0.741,0.574,0.436,0.311,0.054,0.220,1.218,1.250,0.537,0.288,0.068,0.179,
instance03441,0.740,0.591,0.415,0.303,0.063,0.197,1.231,1.278,0.587,0.297,0.080,0.175,
instance03444,0.751,0.591,0.464,0.299,0.054,0.210,1.237,1.274,0.558,0.295,0.073,0.181,
instance03459,0.753,0.597,0.445,0.295,0.063,0.203,1.254,1.320,0.551,0.300,0.077,0.182,
instance03465,0.742,0.577,0.430,0.311,0.059,0.201,1.230,1.279,0.524,0.288,0.077,0.175,
instance03473,0.762,0.583,0.437,0.292,0.064,0.205,1.206,1.267,0.520,0.297,0.083,0.174,
instance03495,0.739,0.608,0.420,0.309,0.052,0.219,1.216,1.237,0.572,0.279,0.076,0.171,
instance03522,0.764,0.571,0.453,0.306,0.058,0.213,1.248,1.293,0.574,0.295,0.075,0.181,
instance03542,0.743,0.575,0.439,0.292,0.057,0.212,1.200,1.261,0.542,0.288,0.082,0.166,
instance03545,0.744,0.586,0.446,0.297,0.068,0.198,1.210,1.270,0.542,0.305,0.069,0.192,
instance03547,0.753,0.572,0.442,0.302,0.057,0.213,1.239,1.251,0.563,0.295,0.082,0.172,
instance03552,0.769,0.616,0.438,0.290,0.060,0.204,1.287,1.339,0.585,0.281,0.079,0.174,
instance03554,0.744,0.578,0.430,0.306,0.054,0.213,1.225,1.274,0.551,0.285,0.073,0.178,
instance03556,0.736,0.554,0.454,0.315,0.059,0.217,1.206,1.283,0.527,0.289,0.077,0.171,
instance03557,0.747,0.588,0.443,0.300,0.053,0.217,1.206,1.238,0.556,0.297,0.073,0.182,
instance03559,0.758,0.559,0.473,0.309,0.053,0.217,1.212,1.240,0.559,0.293,0.088,0.168,
instance03561,0.758,0.581,0.444,0.298,0.052,0.208,1.278,1.315,0.599,0.285,0.079,0.170,
instance03565,0.759,0.594,0.447,0.298,0.060,0.215,1.207,1.274,0.545,0.293,0.077,0.176,
instance03575,0.737,0.604,0.433,0.296,0.054,0.214,1.276,1.235,0.612,0.292,0.076,0.185,
instance03576,0.783,0.605,0.439,0.308,0.049,0.219,1.248,1.285,0.563,0.289,0.089,0.164,
instance03578,0.745,0.592,0.422,0.301,0.056,0.212,1.222,1.269,0.551,0.276,0.079,0.170,
instance03594,0.786,0.579,0.450,0.299,0.054,0.221,1.205,1.257,0.523,0.278,0.077,0.180,
instance03598,0.766,0.605,0.444,0.299,0.067,0.201,1.206,1.258,0.567,0.330,0.090,0.166,
instance03614,0.746,0.597,0.430,0.299,0.066,0.202,1.217,1.288,0.523,0.360,0.085,0.171,
instance03623,0.758,0.623,0.435,0.308,0.059,0.212,1.259,1.264,0.599,0.293,0.074,0.188,
instance03653,0.735,0.580,0.437,0.311,0.060,0.211,1.225,1.269,0.565,0.280,0.083,0.173,
instance03661,0.754,0.589,0.450,0.301,0.051,0.214,1.252,1.257,0.581,0.292,0.068,0.185,
instance03670,0.764,0.596,0.447,0.302,0.068,0.199,1.243,1.273,0.560,0.406,0.082,0.175,
instance03671,0.750,0.587,0.442,0.305,0.054,0.222,1.231,1.246,0.580,0.295,0.079,0.176,
instance03673,0.743,0.574,0.426,0.313,0.055,0.210,1.257,1.299,0.574,0.279,0.077,0.173,
instance03677,0.765,0.585,0.445,0.294,0.054,0.209,1.206,1.275,0.533,0.306,0.077,0.175,
instance03683,0.756,0.575,0.436,0.295,0.057,0.214,1.194,1.262,0.545,0.301,0.070,0.187,
instance03692,0.767,0.632,0.425,0.304,0.064,0.213,1.263,1.251,0.561,0.298,0.081,0.180,
instance03715,0.754,0.587,0.434,0.332,0.068,0.206,1.217,1.269,0.558,0.293,0.071,0.179,
instance03717,0.746,0.584,0.422,0.283,0.052,0.209,1.262,1.301,0.564,0.273,0.068,0.177,
instance03726,0.747,0.601,0.438,0.308,0.061,0.213,1.260,1.282,0.586,0.301,0.083,0.179,
instance03730,0.750,0.606,0.437,0.305,0.059,0.209,1.229,1.283,0.562,0.298,0.078,0.180,
instance03763,0.728,0.577,0.431,0.293,0.051,0.211,1.212,1.285,0.552,0.320,0.075,0.177,
instance03766,0.777,0.605,0.435,0.323,0.056,0.216,1.196,1.230,0.560,0.300,0.066,0.184,
instance03772,0.735,0.603,0.417,0.280,0.051,0.211,1.216,1.247,0.576,0.318,0.083,0.171,
instance03781,0.764,0.590,0.436,0.305,0.057,0.214,1.257,1.271,0.564,0.306,0.086,0.169,
instance03791,0.754,0.583,0.441,0.325,0.056,0.219,1.205,1.286,0.550,0.305,0.074,0.182,
instance03800,0.768,0.620,0.438,0.280,0.055,0.200,1.261,1.281,0.578,0.286,0.067,0.177,
instance03808,0.773,0.602,0.463,0.307,0.050,0.220,1.260,1.277,0.559,0.282,0.073,0.186,
instance03844,0.745,0.586,0.427,0.309,0.064,0.210,1.203,1.275,0.529,0.290,0.085,0.170,
instance03846,0.746,0.583,0.428,0.313,0.062,0.201,1.253,1.272,0.579,0.291,0.072,0.183,
instance03859,0.753,0.602,0.445,0.311,0.065,0.204,1.210,1.272,0.532,0.284,0.079,0.172,
instance03880,0.751,0.578,0.434,0.305,0.058,0.211,1.263,1.266,0.598,0.289,0.066,0.191,
instance03886,0.757,0.603,0.440,0.304,0.056,0.218,1.285,1.315,0.557,0.290,0.079,0.177,
instance03905,0.763,0.599,0.444,0.315,0.064,0.203,1.201,1.259,0.552,0.305,0.088,0.172,
instance03906,0.753,0.612,0.427,0.295,0.052,0.203,1.253,1.254,0.568,0.288,0.073,0.180,
instance03912,0.742,0.586,0.441,0.319,0.054,0.215,1.249,1.286,0.564,0.291,0.064,0.187,
instance03913,0.738,0.590,0.438,0.309,0.052,0.211,1.214,1.272,0.545,0.300,0.073,0.185,
instance03914,0.748,0.601,0.423,0.303,0.052,0.223,1.257,1.249,0.588,0.288,0.074,0.178,
instance03917,0.749,0.566,0.445,0.310,0.056,0.213,1.192,1.260,0.530,0.287,0.075,0.174,
instance03922,0.758,0.570,0.473,0.311,0.059,0.208,1.252,1.232,0.607,0.297,0.083,0.181,
instance03930,0.748,0.570,0.451,0.314,0.066,0.205,1.225,1.231,0.553,0.295,0.081,0.176,
instance03937,0.758,0.611,0.429,0.307,0.059,0.209,1.241,1.293,0.551,0.286,0.076,0.177,
instance03956,0.743,0.568,0.444,0.315,0.057,0.214,1.255,1.303,0.585,0.273,0.078,0.171,
instance03961,0.743,0.584,0.453,0.294,0.053,0.216,1.245,1.248,0.591,0.292,0.078,0.170,
instance03965,0.764,0.624,0.437,0.312,0.063,0.205,1.208,1.258,0.548,0.297,0.075,0.177,
instance03977,0.743,0.602,0.417,0.296,0.051,0.221,1.351,1.284,0.563,0.292,0.084,0.173,
instance03982,0.768,0.600,0.423,0.311,0.064,0.209,1.212,1.271,0.535,0.288,0.078,0.173,
instance03994,0.739,0.560,0.441,0.286,0.050,0.209,1.220,1.250,0.569,0.294,0.073,0.182,
instance04017,0.744,0.606,0.424,0.300,0.062,0.200,1.220,1.280,0.553,0.290,0.082,0.178,
instance04030,0.751,0.557,0.460,0.303,0.058,0.204,1.235,1.283,0.551,0.282,0.073,0.184,
instance04032,0.738,0.582,0.440,0.298,0.059,0.205,1.253,1.270,0.594,0.286,0.076,0.170,
instance04052,0.747,0.575,0.440,0.299,0.052,0.221,1.262,1.292,0.572,0.280,0.076,0.177,
instance04059,0.736,0.600,0.414,0.297,0.062,0.206,1.222,1.210,0.562,0.280,0.071,0.180,
instance04063,0.750,0.602,0.414,0.309,0.063,0.209,1.262,1.277,0.563,0.288,0.081,0.168,
instance04073,0.745,0.575,0.442,0.292,0.063,0.199,1.193,1.257,0.564,0.293,0.084,0.172,
